i,j,x,y,z
1,1,-.0368570164520941,-.1309066228877040,-.9907093501236306
1,2,.6498215199732749,-.4630687811098383,-.6027431427574031
1,3,.1474086753865119,.1572970759124581,-.9764877430516905
1,4,-.3112044387793304,-.9494881603660349,-.0402992631293022
1,5,.3114452729441413,-.6164402255975283,-.7231896640757649
1,6,.4480236223096960,.5653895337657833,.6925384530555752
1,7,.1626261825026517,-.5263124622612156,-.8345944624984943
1,8,.9906962032110417,-.0144018459372892,.1353278233654296
2,1,.1164350551146067,.8089842104973007,-.5761834995090692
2,2,-.9969615187441928,.0625245974390653,.0464586359932719
2,3,-.2921529253357104,.3961972048480509,-.8704449684433695
2,4,.2329542259724846,.3832176256914303,.8937989594763374
2,5,-.4901158547193882,-.8663679115406950,-.0958806070344671
2,6,.8668551696952416,-.4716122396672761,.1616910948959457
2,7,.6332848201441874,.0942179726884670,.7681622941783979
2,8,.2957982231699011,-.9513436809384336,.0863053411327551
3,1,.9342214702379689,.0072971488333863,.3566188387695066
3,2,-.3006645438238035,.8582274752887371,.4159885007385953
3,3,.3372588766964514,.0349551313530572,.9407627697148406
3,4,-.3435942228282176,.6978734617400397,-.6284231388467857
3,5,-.4990497880105018,.2207357649637624,.8379886819954885
3,6,.0723215035864445,-.9358256425483048,-.3449637181908388
3,7,.8242244467168306,-.3359745784771615,-.4558235887395781
3,8,.1524017939733769,-.9366022760788431,-.3155152446992490
4,1,.5151933914252416,.1052099766648948,-.8505919293303518
4,2,-.9293349419776296,-.3579909100008375,.0904382329339092
4,3,-.0320488369606274,-.4100728359805080,-.9114895178993417
4,4,.0936641203876141,-.4050133280256886,.9095005424262101
4,5,-.2709425848903459,.9030973950992692,.3331744447850882
4,6,-.6710956832797838,.7318063047229234,-.1187017954835559
4,7,.6060489242068072,-.7934456475838152,.0561133299499474
4,8,-.8679305836095782,-.3615446572305815,.3405612468604703
5,1,.5033446104721382,-.5074043022103735,-.6994176700706491
5,2,.3055132060336834,-.0040577919614457,-.9521791928326400
5,3,.3683168394495379,-.8266421772148014,.4254473135741678
5,4,-.1841902405175942,.8322743132605589,.5228703690062538
5,5,-.4011508025199044,-.6946618019103092,-.5970954819828725
5,6,-.4685431240981540,-.5700583632176738,.6749079962379529
5,7,-.6642890847209268,-.6964319819780215,.2714820553900348
5,8,.8748139660492128,-.1660153300513570,.4551257353668168
6,1,.2682579448085438,-.0363670851763280,-.9626604334670008
6,2,-.9879688380507878,-.0019884866567083,.1546402953999770
6,3,.8211667022729953,.3319734639114436,-.4641970124168525
6,4,-.4809925369115569,.8424322731656049,-.2428045398348561
6,5,-.0051415571980317,.5954079317702744,-.8034070943019009
6,6,-.6975969936655950,-.7019218975823687,-.1437500752107294
6,7,-.4726240420533793,.7052486626591735,.5284418971756241
6,8,-.3914870207411489,.3618920377083786,.8460331350688912
7,1,.8147028028712248,-.4221243216598873,.3975806837070312
7,2,.9418712250883691,.0102552829226961,.3358175464783078
7,3,.7861366911290825,.3998427140668123,-.4712906819239088
7,4,-.7811797837918617,.6001665030144948,-.1719253153385288
7,5,.1573748941686245,-.7954374855261140,.5852455461644346
7,6,.0299480949016949,-.5712407227876624,-.8202360320302858
7,7,.8874127981190072,.1930421664941464,.4186087047468559
7,8,.1640967443981228,-.9018461957695273,-.3996819956590096
8,1,-.5613972531644303,-.1668438751617638,-.8105530491340085
8,2,.1014461174837633,-.0659649461918563,-.9926516564844770
8,3,-.0516635843754637,.9951451511436018,-.0837675486382245
8,4,.0778631928643575,-.9870741795875136,.1400781467203386
8,5,-.2966587777513507,-.2148116161632346,.9305103648774762
8,6,-.5349725227036084,-.6277614906672985,.5654378045261110
8,7,.1142906410893008,.9545160378074934,-.2753847906615041
8,8,.6646595662760137,.7302776605180390,-.1578676645360954
