i,j,x,y,z
1,1,.3517140733184928,.4733933812892545,-.8075864765963088
1,2,.1666403691729174,-.0172079426053590,-.9858675743086414
1,3,.4721453092156665,-.8616326896696568,-.1861932197430282
1,4,-.6164329738111151,-.6653516590427182,.4210909148954505
1,5,.4560031349687587,.4837603880010408,-.7470187600721595
1,6,-.6913656686788238,-.7224361274892466,.0099776685966108
1,7,.4390960669204452,-.7545765584790273,-.4876564994019285
1,8,.4120741871354062,-.8763321666706426,-.2494730405375122
2,1,-.5374617812019149,-.1168988934156197,-.8351463838546321
2,2,-.5117563077301728,-.8034997741530329,.3041275956476256
2,3,.8248252097632864,.2209823389372542,-.5204134694805382
2,4,.3615971016427430,.9298410708341068,.0681404364063597
2,5,.9091524796315020,-.2128739435021861,.3579475561555341
2,6,-.4880056196019317,-.6711245219275307,.5580702386836967
2,7,-.1804946894651591,.6795710275686766,-.7110589888076296
2,8,-.0458991577830440,-.7085917076094346,-.7041243208567312
3,1,-.3879268007265199,-.5621024555065026,.7304475523893876
3,2,.3852614892430083,.2336448879998877,-.8927394083481357
3,3,-.1922735183562516,.3594971425160394,-.9131224992637683
3,4,-.9810374717713010,.1912732879558803,-.0313050841736725
3,5,-.5830357347060283,-.8061675347432887,-.1008128859904820
3,6,-.4110343496033499,.7033858778601007,-.5799129850875273
3,7,-.4125746786893956,-.6364807429519018,.6516704676105378
3,8,-.1564496346257409,.0588029402408328,-.9859339359432280
4,1,.8580982580044956,-.2872059595691343,-.4256525771067561
4,2,.5492797010113561,-.6169942047897624,.5635689499189287
4,3,-.7140402072819356,.4126393150213438,.5655752629699133
4,4,.6964453096294955,.1891035086554921,-.6922454721478922
4,5,-.4711163723725063,.1622965047703236,-.8670116540288869
4,6,.9370471116505799,-.1387600131809330,.3204502602422612
4,7,-.0412034886391665,.4401347683968010,.8969858740093160
4,8,-.7640010728509956,-.3926674356532756,.5119713328498074
5,1,-.0500672107231403,.4423211820437520,-.8954581209223704
5,2,.5907536269020744,-.2368177203190669,-.7713154475601567
5,3,.9169326216904368,.3498722569086529,.1918957298262470
5,4,-.0789121932746585,-.1530900757337620,.9850564930319550
5,5,.9965360153770015,-.0725266526461303,-.0406921947365389
5,6,.5349339534053149,-.6402646605902126,.5512774527345194
5,7,-.1569133518536043,.7601954113603127,.6304610507848933
5,8,.1742452160662146,.7151954292167435,-.6768560428226347
6,1,-.1990472324544001,-.3200743175874083,-.9262465279142474
6,2,-.9109013430582753,-.4032963171168113,.0872400356180955
6,3,-.3785694467260523,-.9215439921337154,-.0862661264215883
6,4,.2809123683821427,.4008477366146589,.8720145258772014
6,5,-.6545666403371887,.1310772400225982,.7445544107086759
6,6,-.1674269827550136,.2496779015804483,.9537448038694294
6,7,.8556139343803755,-.4898907376260164,.1671282755322156
6,8,-.0220633360366450,.7689179847246636,-.6389666203878698
7,1,.7317104575321564,-.6602951757798396,.1691451659964103
7,2,.4332980368415905,.5206187196388314,-.7356690560509173
7,3,-.9439528031597560,-.1607535653198689,-.2882904726899407
7,4,.4754591143248202,-.0134528929672538,-.8796349528504817
7,5,.7994744098434875,.4275951641858552,.4219040691558675
7,6,.7324362474054040,-.0507407380971318,-.6789422073962171
7,7,.9700602853849521,-.2428133667887845,-.0049710791143010
7,8,-.1203776864814001,-.5685382997848306,.8138018273972847
8,1,-.1457730805627558,-.9779317830651619,.1496650816130384
8,2,-.9698678087721960,.2431455720282214,.0153838977664296
8,3,.8928857490380393,-.0858437885235803,-.4420247539863557
8,4,.1636574710109421,.9864428860034150,.0121105258166735
8,5,.1448688013213495,-.0295145762632425,-.9890105763801096
8,6,-.2349633958430763,.3760794449170894,-.8963015417395775
8,7,.5056782710266217,-.8568853732252290,-.1001845465338174
8,8,.0640589002866000,.7975221334829841,-.5998790743965160
