tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0512404296874997,.0007261926499378,.8448501663291510,.0000295983997895
1,3.6666666666666665,.0504259033203125,.0007131990692475,.8331128612064255,.0000312570633243
2,3.3333333333333335,.0490912597656250,.0006838719880992,.8174303440818708,.0000334869153895
3,3.0000000000000000,.0476091064453125,.0006642560832273,.7984261463717620,.0000367149538755
4,2.6666666666666670,.0467622558593750,.0006670328540605,.7751233158709806,.0000404766268365
5,2.3333333333333330,.0428045898437500,.0006080646449359,.7460241685886828,.0000453706888942
6,2.0000000000000000,.0405626953125000,.0005650915300191,.7090289734638855,.0000493678779928
7,1.6666666666666665,.0382491943359375,.0005353295435011,.6613290629368854,.0000557716329199
8,1.3333333333333335,.0322061523437500,.0004502821134576,.5983489431316320,.0000616163780590
9,1.0000000000000000,.0278672363281250,.0003970959996159,.5155440960797149,.0000670465229137
10,.6666666666666665,.0202668457031250,.0002870631938527,.4102142411812285,.0000696232753644
11,.3333333333333335,.0150296142578125,.0002110431390540,.2886665734089465,.0000661073977203
12,.0000000000000000,.0117211181640625,.0001658385469188,.1684557861328125,.0000603521739876
