tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0508346191406231,.0007293752246948,.8448482428433969,.0000297288832963
1,3.7333333333333334,.0508077880859371,.0007305839169185,.8354310385254524,.0000313527550754
2,3.4666666666666668,.0500740722656249,.0007134411881467,.8236379762982325,.0000333629394060
3,3.2000000000000002,.0477147216796874,.0006634404429948,.8096926770628257,.0000357795131365
4,2.9333333333333336,.0471103027343750,.0006820757896582,.7934489144338096,.0000379106091630
5,2.6666666666666670,.0468687744140625,.0006517734019529,.7741745847441492,.0000415481246467
6,2.3999999999999999,.0449414794921875,.0006384038873473,.7511327203010060,.0000451949335727
7,2.1333333333333333,.0436795166015625,.0006240590771670,.7233786762115719,.0000490452413347
8,1.8666666666666667,.0407875488281250,.0005739586998514,.6891115174405703,.0000535662916215
9,1.6000000000000001,.0374330566406250,.0005317292686942,.6466435654847484,.0000588743287131
10,1.3333333333333335,.0335424072265625,.0004751734627569,.5934838132006153,.0000637226712249
11,1.0666666666666669,.0288258789062500,.0004033822660351,.5265540764080060,.0000678229112237
12,.7999999999999998,.0245173583984375,.0003495526967531,.4441836575297676,.0000713066769878
13,.5333333333333332,.0197938964843750,.0002822635226790,.3477657838386776,.0000704438998371
14,.2666666666666666,.0151224853515625,.0002128838303428,.2461850018467008,.0000647994951618
15,.0000000000000000,.0122495117187500,.0001745892253573,.1516855224609375,.0000567680562431
