tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0497018066406169,.0007007369827072,1.1422743389541359,.0000742690491943
1,3.6666666666666665,.0512201660156175,.0007182342802795,1.1554564503704194,.0000793621746833
2,3.3333333333333335,.0507427246093685,.0007091125522258,1.1720088508261965,.0000846444665521
3,3.0000000000000000,.0490582763671804,.0006947629831855,1.1927106923373407,.0000934191307770
4,2.6666666666666670,.0478780273437436,.0006785267235688,1.2193354916517045,.0001036137898842
5,2.3333333333333330,.0468536376953064,.0006625625016679,1.2545748308909048,.0001201216187294
6,2.0000000000000000,.0448468261718694,.0006415512097961,1.3028796324102698,.0001432441981744
7,1.6666666666666665,.0426560058593696,.0005997149729226,1.3729590209708951,.0001801652124661
8,1.3333333333333335,.0393584716796823,.0005639558144793,1.4825351229908019,.0002484953387968
9,1.0000000000000000,.0345997070312457,.0004921504795045,1.6738325897437401,.0004023277946368
10,.6666666666666665,.0279629638671841,.0003961385687259,2.0689502011071066,.0008122362913360
11,.3333333333333335,.0189562011718723,.0002692580880305,3.1665674555260144,.0023248112339353
12,.0000000000000000,.0100154296874987,.0001478602752002,14.4964404399008107,.0206620398934989
