tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0525583251953130,.0007390778749085,.8449699120433801,.0000295643475626
1,3.6111111111111112,.0500879394531251,.0007035341479254,.8307375022020910,.0000322219393357
2,3.2222222222222223,.0489601562500000,.0006798452969828,.8119777833430465,.0000355273326569
3,2.8333333333333330,.0472519042968750,.0006635607419496,.7882332361743407,.0000393055407137
4,2.4444444444444446,.0465417968750000,.0006487915477165,.7577445937448211,.0000440466252943
5,2.0555555555555554,.0427208740234375,.0006039042075370,.7179791589441016,.0000500098173912
6,1.6666666666666665,.0385671630859375,.0005361871369186,.6644720406453274,.0000567404533792
7,1.2777777777777777,.0341251708984375,.0004803074664431,.5912552119229922,.0000638602685142
8,.8888888888888888,.0284354736328125,.0004003043569548,.4906889189547171,.0000705168599329
9,.5000000000000000,.0220010986328125,.0003134779619177,.3606031745306899,.0000708234577348
