tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0515320800781278,.0007105497833593,.8449819653024213,.0000299221960077
1,3.7083333333333335,.0508712158203137,.0007121014125952,.8344816129400003,.0000314712442439
2,3.4166666666666665,.0494634033203127,.0007057993032707,.8213723249748386,.0000339716656463
3,3.1250000000000000,.0491528808593750,.0006908713051985,.8056147776990419,.0000370029498502
4,2.8333333333333330,.0476793457031251,.0006720366836127,.7869500124118514,.0000391685315019
5,2.5416666666666670,.0460427978515626,.0006608475130142,.7644276436089200,.0000437710082346
6,2.2500000000000000,.0435146972656250,.0006040034911770,.7367550690822456,.0000471106961222
7,1.9583333333333335,.0418116699218750,.0005886405422840,.7027171253021224,.0000518915150233
8,1.6666666666666665,.0376373046875000,.0005434230900551,.6595822407203712,.0000568952614869
9,1.3750000000000000,.0347358154296875,.0004894733630394,.6047300878146470,.0000628206209666
10,1.0833333333333335,.0294986572265625,.0004143943236222,.5343496813543184,.0000680200168682
11,.7916666666666665,.0248370117187500,.0003489522007360,.4458147231544272,.0000706976949151
12,.5000000000000000,.0196415771484375,.0002759231137195,.3411981076235279,.0000693061347244
