tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0505709472656254,.0007158037937534,.8449676947038399,.0000287773067833
1,3.6111111111111112,.0505371826171874,.0007145310456303,.8310121065133309,.0000314282759440
2,3.2222222222222223,.0488679443359375,.0006807739832523,.8120867655364358,.0000347351507420
3,2.8333333333333330,.0459474365234375,.0006397909339572,.7881323922070043,.0000386577836221
4,2.4444444444444446,.0452231445312500,.0006379472097938,.7575457104291330,.0000428748238885
5,2.0555555555555554,.0421425048828125,.0005924719386667,.7177324736291090,.0000487444278293
6,1.6666666666666665,.0381229736328125,.0005427031339379,.6641270438449811,.0000559557507979
7,1.2777777777777777,.0326199462890625,.0004622992585693,.5907761750077046,.0000623312758247
8,.8888888888888888,.0259897216796875,.0003594985065393,.4907036308374503,.0000688404723156
9,.5000000000000000,.0186045898437500,.0002642060533120,.3621079353026284,.0000684959720250
