tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0510192871093737,.0007146672420765,.4800073330183182,.0000157559501189
1,3.7666666666666666,.0511092773437491,.0007230803686520,.4784057851434426,.0000169672141847
2,3.5333333333333332,.0502005859374995,.0007052403719152,.4760623472190720,.0000178652866823
3,3.2999999999999998,.0497705566406248,.0006927870508826,.4730274746391676,.0000190058082730
4,3.0666666666666664,.0480294433593749,.0006883368519023,.4693415038753112,.0000204503026525
5,2.8333333333333330,.0479957763671876,.0006768838142315,.4647411310532335,.0000222088625335
6,2.6000000000000001,.0468318359375000,.0006527108205331,.4590983141842671,.0000239208442894
7,2.3666666666666667,.0459814208984375,.0006414541581087,.4520784805220623,.0000260437348514
8,2.1333333333333333,.0432553955078125,.0006160096182292,.4430876227317883,.0000283042854224
9,1.8999999999999999,.0415339355468750,.0005899194874730,.4316833808653266,.0000314823838868
10,1.6666666666666665,.0380334960937500,.0005394122609094,.4168750719337307,.0000347392660765
11,1.4333333333333331,.0370439697265625,.0005096694541554,.3973726387389123,.0000384987331654
12,1.2000000000000002,.0324053955078125,.0004713245424274,.3716916545485870,.0000431492291649
13,.9666666666666668,.0280249023437500,.0004048828050690,.3381900212847757,.0000463218397621
14,.7333333333333334,.0247132080078125,.0003449423569471,.2957783917356052,.0000498032321433
15,.5000000000000000,.0193912597656250,.0002719742300408,.2453560743043111,.0000515283589796
