tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.7999999999999998,.0509894287109375,.0007337615407512,.4787195175155729,.0000164273557369
2,3.6000000000000001,.0500000976562500,.0007021588829311,.4767659101833757,.0000174103353003
3,3.3999999999999999,.0497435058593750,.0006966519678187,.4742547274959249,.0000183320499093
4,3.2000000000000002,.0495115966796875,.0007132374753134,.4713143197654726,.0000195795720547
5,3.0000000000000000,.0478460937500000,.0006718639548225,.4678207350540390,.0000205489465492
6,2.7999999999999998,.0470816162109375,.0006650794177606,.4636544349776360,.0000222118084205
7,2.6000000000000001,.0456490722656250,.0006582953821189,.4586198015602082,.0000234593023193
8,2.3999999999999999,.0448736816406250,.0006351487622458,.4525121861951928,.0000250521943168
9,2.2000000000000002,.0427496826171875,.0006199148279510,.4450882188267105,.0000268961402817
10,2.0000000000000000,.0408778076171875,.0005754966031842,.4358481795234687,.0000296449631108
11,1.7999999999999998,.0396409667968750,.0005591171123137,.4243114461010792,.0000319849056847
12,1.6000000000000001,.0372155273437500,.0005239951706408,.4099434797471464,.0000348880378891
13,1.3999999999999999,.0349871826171875,.0004915445566051,.3915962677799225,.0000383141194258
14,1.2000000000000002,.0309080322265625,.0004541659632859,.3684391029508016,.0000415993918099
15,1.0000000000000000,.0272172607421875,.0003882490365378,.3390016948680059,.0000438293760450
16,.7999999999999998,.0225866210937500,.0003223202299290,.3027816047081748,.0000475762637600
17,.6000000000000001,.0180545898437500,.0002588061495435,.2603036202860208,.0000491608265838
18,.3999999999999999,.0142105712890625,.0001991305035979,.2140263213634668,.0000498814428463
19,.2000000000000002,.0116192138671875,.0001622025386846,.1701896265253201,.0000508574757089
20,.0000000000000000,.0099046142578125,.0001405610823430,.1373471679687500,.0000540723799127
