tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.6000000000000001,.0509728271484375,.0007222428483791,1.1585716795493273,.0000799257913804
2,3.2000000000000002,.0509639648437500,.0007226303082255,1.1787942071395419,.0000892490058545
3,2.7999999999999998,.0509638671875000,.0007226747027684,1.2048713519655945,.0000987903382885
4,2.3999999999999999,.0509326904296875,.0007206281389077,1.2400297451273439,.0001096458413592
5,2.0000000000000000,.0509576416015625,.0007214920972432,1.2892775426873049,.0001290257058253
6,1.6000000000000001,.0509900878906250,.0007221165529880,1.3634428754750689,.0001537935656370
7,1.2000000000000002,.0509267578125000,.0007219995633432,1.4866004792640612,.0002033837277878
8,.7999999999999998,.0508246093750000,.0007191027501453,1.7291767812422401,.0002950799734017
9,.3999999999999999,.0507278076171875,.0007191448629874,2.3807207920879834,.0005877216289531
10,.0000000000000000,.0485431640625000,.0006875240029301,9.4992691692520399,.0048113227186567
