tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.7999999999999998,.0519643979785159,.0007423044063233,.8379003674363900,.0000309298315288
2,3.6000000000000001,.0514407503122226,.0007386206983552,.8294249238189734,.0000322112202293
3,3.3999999999999999,.0495717466389179,.0007020361950083,.8198473573862645,.0000339978341706
4,3.2000000000000002,.0485982883202620,.0006823068494992,.8090276799964746,.0000361289705957
5,3.0000000000000000,.0488950020354287,.0006929725430440,.7968996023848363,.0000381368092105
6,2.7999999999999998,.0478633997997851,.0006721425262857,.7831524648302649,.0000405570531257
7,2.6000000000000001,.0448126744821196,.0006306309468861,.7675085915176026,.0000427216865146
8,2.3999999999999999,.0442918298924221,.0006170929251369,.7494022395622677,.0000458496081105
9,2.2000000000000002,.0433066428460732,.0006151246624061,.7286100731983339,.0000484138145713
10,2.0000000000000000,.0408750239614901,.0005778471120527,.7044390507690702,.0000511199259703
11,1.7999999999999998,.0400504294833568,.0005712033013937,.6757910988252421,.0000552973838450
12,1.6000000000000001,.0363852175926437,.0005091223322136,.6419589641346555,.0000595265164780
13,1.3999999999999999,.0332255868484871,.0004684497462074,.6017116526813929,.0000626869467497
14,1.2000000000000002,.0309104980468750,.0004353387148496,.5535685901874543,.0000657845887050
15,1.0000000000000000,.0273179250502874,.0003962103639452,.4964073620940034,.0000699251236808
16,.7999999999999998,.0228269531250000,.0003206902877169,.4299351678326219,.0000704681120384
17,.6000000000000001,.0188888909643766,.0002686845537858,.3554667225611805,.0000697589700856
18,.3999999999999999,.0150047363166330,.0002107992967955,.2771931967329749,.0000666242277359
19,.2000000000000002,.0120319069206152,.0001674845491025,.2010996180654594,.0000603540984785
20,.0000000000000000,.0103176035149073,.0001441700788127,.1329601318359375,.0000540145883717
