tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.6000000000000001,.0498338867187500,.0006902484155375,.8306189910510533,.0000320486851124
2,3.2000000000000002,.0486567138671875,.0006923777597959,.8108723656487293,.0000351043164890
3,2.7999999999999998,.0467842041015625,.0006538532634601,.7859111406850817,.0000387758878966
4,2.3999999999999999,.0439374755859375,.0006142449516103,.7536928671651609,.0000438609123051
5,2.0000000000000000,.0413924804687500,.0006039628625035,.7113376947370756,.0000496359946702
6,1.6000000000000001,.0368920898437500,.0005166494226084,.6536981239352254,.0000565060929392
7,1.2000000000000002,.0315436035156250,.0004468242560203,.5740507299726266,.0000636269693299
8,.7999999999999998,.0247708007812500,.0003530683277538,.4652671816381998,.0000684353302913
9,.3999999999999999,.0173801025390625,.0002470529689448,.3279768125913633,.0000688034069096
10,.0000000000000000,.0127895507812500,.0001795159834299,.1831407714843750,.0000608079034127
