tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.7999999999999998,.0515347167968750,.0007325425020064,1.1499390448362685,.0000769511089630
2,3.6000000000000001,.0515177490234375,.0007317750884933,1.1584329936646238,.0000800847202230
3,3.3999999999999999,.0514734619140625,.0007310125004821,1.1680610123344120,.0000831278018492
4,3.2000000000000002,.0514696289062500,.0007302209960208,1.1787933852411163,.0000870038529452
5,3.0000000000000000,.0514722900390625,.0007316225567430,1.1909051563625428,.0000909186925032
6,2.7999999999999998,.0514921386718750,.0007320888021842,1.2049186124042672,.0000977173165487
7,2.6000000000000001,.0514873779296875,.0007322063631707,1.2210223124524477,.0001009125269768
8,2.3999999999999999,.0515203857421875,.0007329860766971,1.2398269261028902,.0001093842145180
9,2.2000000000000002,.0515092773437500,.0007330233177667,1.2623222144577655,.0001170100790573
10,2.0000000000000000,.0515110839843750,.0007333142953167,1.2892282735115868,.0001272903302974
11,1.7999999999999998,.0514548339843750,.0007321740906973,1.3222330852825925,.0001407323827082
12,1.6000000000000001,.0515467285156250,.0007328200872877,1.3632377886671343,.0001543248323608
13,1.3999999999999999,.0514691162109375,.0007313071669523,1.4164145660856828,.0001770266254641
14,1.2000000000000002,.0514115478515625,.0007292098226171,1.4864267916118887,.0002025002773554
15,1.0000000000000000,.0514532958984375,.0007305403206632,1.5845937262501559,.0002423099956364
16,.7999999999999998,.0512963867187500,.0007276546920872,1.7291386804310889,.0002962093487397
17,.6000000000000001,.0512554931640625,.0007262746571087,1.9610096045908130,.0003964596572643
18,.3999999999999999,.0511001220703125,.0007227840912733,2.3821821383664084,.0005857537703608
19,.2000000000000002,.0509208740234375,.0007214741117555,3.3695026804572228,.0010724876091614
20,.0000000000000000,.0484618896484375,.0006893094580539,9.5120327145611583,.0047960989569887
