tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.7333333333333334,.0514872802734375,.0007239835068098,.8356518894505339,.0000307250340803
2,3.4666666666666668,.0511939208984375,.0007452375446245,.8235649524625929,.0000326331884208
3,3.2000000000000002,.0488156005859375,.0006752990332329,.8096160832698573,.0000348521064803
4,2.9333333333333336,.0470895507812500,.0006765701391895,.7932257358082931,.0000380340770500
5,2.6666666666666670,.0463350097656250,.0006494649723154,.7738694352983404,.0000406293214564
6,2.3999999999999999,.0450894287109375,.0006460130051797,.7508186841824934,.0000438335333180
7,2.1333333333333333,.0423548583984375,.0005929558150791,.7227635327362011,.0000478931722228
8,1.8666666666666667,.0390200439453125,.0005556487603223,.6884430120743168,.0000526929189025
9,1.6000000000000001,.0371975585937500,.0005373888797628,.6458526838913372,.0000578496281239
10,1.3333333333333335,.0333005859375000,.0004743187960602,.5921807701504823,.0000617422125860
11,1.0666666666666669,.0276365966796875,.0003864996774229,.5251077447744148,.0000660974012302
12,.7999999999999998,.0224315673828125,.0003105889024414,.4426428664269308,.0000690280400472
13,.5333333333333332,.0167578125000000,.0002337900135301,.3468862374834008,.0000678874641812
14,.2666666666666666,.0128528564453125,.0001824614690273,.2459811534043581,.0000632040711386
15,.0000000000000000,.0103258789062500,.0001472106319220,.1516556396484375,.0000561038219349
