tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0519986083984389,.0007284628304497,.4799665338565317,.0000160274549125
1,3.7666666666666666,.0508828369140628,.0007294528434460,.4785069029614012,.0000167812343975
2,3.5333333333333332,.0497534912109378,.0006990213765236,.4761770742661843,.0000176205413797
3,3.2999999999999998,.0496870361328126,.0007145450367856,.4731108384736477,.0000188375367894
4,3.0666666666666664,.0481419189453124,.0006722724028976,.4693650879912480,.0000202059862950
5,2.8333333333333330,.0483309082031250,.0006749158165363,.4648076843262759,.0000218109648907
6,2.6000000000000001,.0462945068359375,.0006432093186836,.4591386684946115,.0000233232005637
7,2.3666666666666667,.0439032714843750,.0006108863414225,.4520650513352862,.0000254408755106
8,2.1333333333333333,.0426820800781250,.0006071488944477,.4431841372482119,.0000277373381854
9,1.8999999999999999,.0399941406250000,.0005606520866471,.4317657820198011,.0000310283825564
10,1.6666666666666665,.0385225097656250,.0005399576180714,.4168598364457739,.0000342145231416
11,1.4333333333333331,.0352761962890625,.0005005240044431,.3974150126177236,.0000373870697548
12,1.2000000000000002,.0311132568359375,.0004512658931349,.3716944918188582,.0000412472675344
13,.9666666666666668,.0265602783203125,.0003741868393925,.3383489926077546,.0000450690008974
14,.7333333333333334,.0223233154296875,.0003196111822240,.2959649536681819,.0000481014616378
15,.5000000000000000,.0171186279296875,.0002400620211835,.2460448481460345,.0000508919046061
