tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0506727294921875,.0007181357779858,.4799198168005042,.0000159999348221
1,3.7666666666666666,.0502514404296871,.0007182723298502,.4783877073209132,.0000168800411703
2,3.5333333333333332,.0498019042968752,.0007166551894127,.4760572320415981,.0000179875734324
3,3.2999999999999998,.0499542724609378,.0006901615498265,.4730471592751026,.0000192552010712
4,3.0666666666666664,.0495733886718750,.0007174565485964,.4693209454009922,.0000204211989706
5,2.8333333333333330,.0478955322265625,.0006983945933018,.4647975689977151,.0000220258528419
6,2.6000000000000001,.0472958251953125,.0006764954839313,.4591111922975953,.0000236700823372
7,2.3666666666666667,.0455935058593750,.0006504513219958,.4520559722707333,.0000262574463262
8,2.1333333333333333,.0435618896484375,.0006165996487226,.4430991646120188,.0000287345347850
9,1.8999999999999999,.0414370605468750,.0005800363123341,.4317431570476939,.0000312411699411
10,1.6666666666666665,.0384973144531250,.0005357315233453,.4168219746176102,.0000341922568525
11,1.4333333333333331,.0365782714843750,.0005220745451188,.3973653767695617,.0000386452549036
12,1.2000000000000002,.0324135986328125,.0004609657936620,.3717649753319239,.0000422405849240
13,.9666666666666668,.0280167968750000,.0003897750161300,.3382098362042563,.0000464980342340
14,.7333333333333334,.0236920166015625,.0003337998573205,.2957419707290512,.0000496347246837
15,.5000000000000000,.0190803710937500,.0002668878308769,.2453407835461007,.0000512935182595
