tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0529552734375002,.0007424342075971,.4799438615821949,.0000158657361083
1,3.7083333333333335,.0508751220703126,.0007166397004556,.4781258947676438,.0000168249550510
2,3.4166666666666665,.0502821289062499,.0007250325250896,.4750392491515378,.0000181421905543
3,3.1250000000000000,.0499101074218750,.0007050255222651,.4708718038794581,.0000198792038500
4,2.8333333333333330,.0474923339843750,.0006761817357990,.4654809717098033,.0000218674155383
5,2.5416666666666670,.0465152343750000,.0006676762956592,.4584152551974965,.0000241531344358
6,2.2500000000000000,.0440618896484375,.0006267941604304,.4491304081126498,.0000267875463611
7,1.9583333333333335,.0409646484375000,.0005826618776242,.4366355105054294,.0000298356869300
8,1.6666666666666665,.0383275634765625,.0005437631235687,.4194879600239142,.0000337011489492
9,1.3750000000000000,.0356285644531250,.0005028947560055,.3956507552124730,.0000380442950443
10,1.0833333333333335,.0304897949218750,.0004362098526861,.3622227208790647,.0000429313456770
11,.7916666666666665,.0243061279296875,.0003456825557559,.3167284401327361,.0000479902085695
12,.5000000000000000,.0184452636718750,.0002664756377411,.2591026200166221,.0000513343249948
