tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0505415283203126,.0007187280177953,.8448701778600460,.0000290041990690
1,3.7500000000000000,.0494419433593750,.0007082079481817,.8362321642218387,.0000306956967800
2,3.5000000000000000,.0496733886718750,.0007013517015769,.8251547011595780,.0000323337736873
3,3.2500000000000000,.0490411132812500,.0006908259003949,.8122371295179462,.0000347361310371
4,3.0000000000000000,.0483907470703125,.0006813657540058,.7974029061077740,.0000375560729038
5,2.7500000000000000,.0471996093750000,.0006768054395132,.7800883890019507,.0000394209771841
6,2.5000000000000000,.0446368896484375,.0006433387810732,.7596805085411525,.0000427272580769
7,2.2500000000000000,.0436794921875000,.0006208602696058,.7352506650572924,.0000462018345588
8,2.0000000000000000,.0396888671875000,.0005579874596864,.7059394184199896,.0000501582312559
9,1.7500000000000000,.0384392578125000,.0005382497758162,.6700726086134692,.0000541383056273
10,1.5000000000000000,.0347593994140625,.0004867517011879,.6259003829370030,.0000591044823243
11,1.2500000000000000,.0306302734375000,.0004393163775771,.5710451834479363,.0000638436718459
12,1.0000000000000000,.0264788574218750,.0003735277505171,.5032823195907772,.0000668255689837
13,.7500000000000000,.0210706787109375,.0002944792021682,.4219760359972933,.0000692957115212
14,.5000000000000000,.0161272460937500,.0002282208249944,.3298066281367668,.0000680389780852
15,.2500000000000000,.0118911865234375,.0001719866806039,.2349756437418185,.0000632250427903
16,.0000000000000000,.0097207763671875,.0001337768015183,.1471038818359375,.0000560756178686
