tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0503680419921845,.0006902081012100,1.1424054536660528,.0000739943264202
1,3.9333333333333331,.0503493408203095,.0006909404629950,1.1448494265340006,.0000741506840271
2,3.8666666666666667,.0503462158203096,.0006905657387616,1.1473139576155040,.0000764858204138
3,3.7999999999999998,.0503116699218721,.0006898633787883,1.1500164526656067,.0000774974573976
4,3.7333333333333334,.0502886230468721,.0006904575408646,1.1526602618248820,.0000783242995755
5,3.6666666666666665,.0502861328124971,.0006899470562888,1.1555830579669084,.0000786961048333
6,3.6000000000000001,.0503360107421847,.0006904759512637,1.1584848321024466,.0000805068733250
7,3.5333333333333332,.0503157714843721,.0006907234305884,1.1615653692421177,.0000810866833172
8,3.4666666666666668,.0503381835937471,.0006919619174207,1.1648475311977982,.0000823550657038
9,3.3999999999999999,.0503761718749972,.0006920392222961,1.1678881543400499,.0000837212037250
10,3.3333333333333335,.0503647216796847,.0006914848445479,1.1714611103651016,.0000848579327054
11,3.2666666666666666,.0503716552734347,.0006920142254305,1.1749757743337912,.0000871525961402
12,3.2000000000000002,.0503677246093721,.0006923971356860,1.1788484090905877,.0000860927688040
13,3.1333333333333333,.0503178710937471,.0006910639109533,1.1824951562584256,.0000880382763672
14,3.0666666666666664,.0503598144531221,.0006920046500082,1.1866318473703907,.0000913061434064
15,3.0000000000000000,.0502864013671846,.0006903705637035,1.1910660176480197,.0000914226609892
16,2.9333333333333336,.0503007080078096,.0006908483600673,1.1953878531697462,.0000938997013311
17,2.8666666666666667,.0502154052734345,.0006905343879897,1.2000813951076008,.0000955001296292
18,2.7999999999999998,.0501504638671846,.0006917057227917,1.2049054044004321,.0000965794933631
19,2.7333333333333334,.0502093749999971,.0006915859525776,1.2100992158299086,.0000984427125220
20,2.6666666666666670,.0501854003906221,.0006918504958277,1.2155207130405790,.0000996052609621
21,2.6000000000000001,.0500785644531220,.0006903280033549,1.2209080716739542,.0001032511646502
22,2.5333333333333332,.0500707031249970,.0006904050130758,1.2270701004622768,.0001050800562303
23,2.4666666666666668,.0500567626953095,.0006903160137368,1.2333262616880152,.0001065340469463
24,2.3999999999999999,.0500533691406220,.0006905409335218,1.2399720473478075,.0001090064177806
25,2.3333333333333330,.0500523193359345,.0006908379055669,1.2471499221016313,.0001113643901855
26,2.2666666666666666,.0501205322265595,.0006923847519404,1.2545117539318471,.0001148505841280
27,2.2000000000000002,.0501140624999970,.0006937506689046,1.2623773325841123,.0001180258995113
28,2.1333333333333333,.0501342041015595,.0006953970023488,1.2706439542637598,.0001199408945550
29,2.0666666666666664,.0500813476562470,.0006945868232384,1.2796742327019779,.0001238109608856
30,2.0000000000000000,.0500883056640596,.0006947981968800,1.2892540042359335,.0001268818350089
31,1.9333333333333331,.0500464843749970,.0006928678663927,1.2994889260951288,.0001310164094079
32,1.8666666666666667,.0500519775390595,.0006926299477446,1.3106432726323296,.0001362203201872
33,1.7999999999999998,.0500923339843721,.0006931248906771,1.3222881266341164,.0001392740001515
34,1.7333333333333334,.0500575195312471,.0006922275368954,1.3349730707182139,.0001444743923383
35,1.6666666666666665,.0500302734374971,.0006919146973171,1.3486902050262082,.0001492233306752
36,1.6000000000000001,.0500376708984345,.0006920805040492,1.3635045480328853,.0001552460144067
37,1.5333333333333332,.0500556640624971,.0006928235541835,1.3797868117755678,.0001610086806352
38,1.4666666666666668,.0500452636718721,.0006925090870139,1.3976039192410945,.0001694382546964
39,1.3999999999999999,.0501031738281221,.0006926210508736,1.4168290861338895,.0001749569975121
40,1.3333333333333335,.0501050537109347,.0006926822595526,1.4381909144351777,.0001812925414467
41,1.2666666666666666,.0501595214843722,.0006938612664379,1.4619282578995205,.0001932040986305
42,1.2000000000000002,.0501466064453097,.0006919905461338,1.4876689975105049,.0002031963384703
43,1.1333333333333333,.0501646484374972,.0006916569632858,1.5168112356031083,.0002142972395465
44,1.0666666666666669,.0501181396484347,.0006903785071460,1.5488968389503659,.0002257611391965
45,1.0000000000000000,.0501448486328097,.0006894868066371,1.5862040213296427,.0002404016835381
46,.9333333333333331,.0500649414062472,.0006891243775648,1.6276109597923873,.0002586460564225
47,.8666666666666667,.0500647216796847,.0006894612264850,1.6746428854162601,.0002740621592851
48,.7999999999999998,.0500024169921847,.0006863457319269,1.7314785827929158,.0002964042580032
49,.7333333333333334,.0499774658203097,.0006870903635772,1.7956506540961621,.0003272576314517
50,.6666666666666665,.0499297363281222,.0006874273714014,1.8721180909913455,.0003588333060910
51,.6000000000000001,.0498514160156222,.0006851435694090,1.9636256067921749,.0003929085959892
52,.5333333333333332,.0497291503906222,.0006842223415060,2.0752842409507224,.0004458614604937
53,.4666666666666668,.0496639404296847,.0006853134194338,2.2136420286795033,.0005142543088088
54,.3999999999999999,.0494851806640596,.0006824487549319,2.3895991407332722,.0005939363860454
55,.3333333333333335,.0494031005859347,.0006782549800483,2.6202111030513286,.0006963659456323
56,.2666666666666666,.0492806640624972,.0006770846529107,2.9338653167085695,.0008506817009024
57,.2000000000000002,.0489474121093723,.0006716929578147,3.3859837856404069,.0010778453450876
58,.1333333333333333,.0485506591796847,.0006681146350136,4.0973728828567557,.0014606254128065
59,.0666666666666669,.0477161621093724,.0006574523703988,5.4206372307398389,.0022241174716845
60,.0000000000000000,.0453968994140600,.0006268685104722,9.5869724324545800,.0049207813701044
