tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0514398437500025,.0007305162505451,1.1422798477559351,.0000747737675686
1,3.6666666666666665,.0504971679687529,.0007071823010819,1.1554697706899049,.0000795823033532
2,3.3333333333333335,.0494423095703153,.0007021545277169,1.1718585071714858,.0000845150420803
3,3.0000000000000000,.0492637695312524,.0006971104870772,1.1926242184846132,.0000926332372565
4,2.6666666666666670,.0482948486328147,.0006801281118744,1.2189197816986548,.0001033002963998
5,2.3333333333333330,.0468892578125021,.0006710824196573,1.2539352551741618,.0001181861719411
6,2.0000000000000000,.0455589843750020,.0006378652525240,1.3019489754869054,.0001415508018092
7,1.6666666666666665,.0433947753906270,.0006268779075720,1.3708312787592989,.0001765779733139
8,1.3333333333333335,.0407380859375020,.0005840136401303,1.4781158513836814,.0002362847389515
9,1.0000000000000000,.0372426757812518,.0005284341212061,1.6615286781894989,.0003630771445459
10,.6666666666666665,.0321312011718763,.0004569722214782,2.0343577492748999,.0006757133502527
11,.3333333333333335,.0264667480468762,.0003721979075114,3.0594821314332004,.0018079061649992
12,.0000000000000000,.0214135498046886,.0003037646498249,14.1254875583569088,.0176385960013346
