tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0506540039062517,.0007211278513831,1.1423739329994727,.0000743583228750
1,3.9500000000000002,.0506835449218767,.0007203536408503,1.1441013003466971,.0000751111422704
2,3.8999999999999999,.0507031982421892,.0007202116778408,1.1461718031942043,.0000754376684691
3,3.8500000000000001,.0506166259765643,.0007185789221050,1.1479378764283101,.0000765202082667
4,3.7999999999999998,.0505926269531268,.0007186623922632,1.1499861041366788,.0000775171553751
5,3.7500000000000000,.0505865966796893,.0007178976578108,1.1519877329125936,.0000775365369601
6,3.7000000000000002,.0505875000000018,.0007180245472142,1.1541974010464222,.0000774825399547
7,3.6499999999999999,.0505777099609393,.0007166305030402,1.1562235305409798,.0000799273287934
8,3.6000000000000001,.0505084228515643,.0007156235340553,1.1583932821705030,.0000790681922993
9,3.5499999999999998,.0504710205078143,.0007161728744682,1.1606537196266451,.0000806788468853
10,3.5000000000000000,.0504655029296893,.0007154402130792,1.1633301818847317,.0000816968137449
11,3.4500000000000002,.0504557373046893,.0007149573652543,1.1655942754456525,.0000827181887132
12,3.3999999999999999,.0504811523437518,.0007161126749560,1.1678319176967802,.0000824416662148
13,3.3500000000000001,.0503645263671893,.0007144617763922,1.1705684614318246,.0000843626932827
14,3.2999999999999998,.0504371093750018,.0007151495172135,1.1733400655859629,.0000863409743592
15,3.2500000000000000,.0504458251953142,.0007153231870825,1.1758965168166058,.0000866392840254
16,3.2000000000000002,.0504565185546893,.0007151725163345,1.1788733217277665,.0000882324511719
17,3.1499999999999999,.0504230957031268,.0007145037164013,1.1816089186893322,.0000878782428167
18,3.1000000000000001,.0504620361328143,.0007157105446017,1.1848497011006722,.0000907622975618
19,3.0499999999999998,.0505029541015643,.0007169027580653,1.1878639695794573,.0000897317396387
20,3.0000000000000000,.0505187744140642,.0007168666896457,1.1910262420761271,.0000920628657224
21,2.9500000000000002,.0505402099609392,.0007181341079530,1.1941661796015863,.0000921184216041
22,2.8999999999999999,.0505277832031267,.0007178063389851,1.1978293873512333,.0000957378197830
23,2.8500000000000001,.0505570556640642,.0007185108607757,1.2011035865721893,.0000944707187755
24,2.7999999999999998,.0505916015625017,.0007193404797590,1.2048932638250212,.0000975135609362
25,2.7500000000000000,.0505025878906266,.0007181656861285,1.2089981067406859,.0000992955751770
26,2.7000000000000002,.0505268798828141,.0007180668545409,1.2126582319717163,.0000996311360795
27,2.6499999999999999,.0504788818359391,.0007181032603254,1.2167755818426815,.0001015108427267
28,2.6000000000000001,.0505336669921890,.0007203786127005,1.2210114925798445,.0001026576337937
29,2.5499999999999998,.0504214599609391,.0007192772281842,1.2254940903222091,.0001035564668671
30,2.5000000000000000,.0504927246093766,.0007200777011858,1.2302405140890060,.0001066544496963
31,2.4500000000000002,.0505067871093767,.0007203848787299,1.2348991877815805,.0001074591405453
32,2.3999999999999999,.0505540283203141,.0007215983924556,1.2397886161201108,.0001090014629360
33,2.3500000000000001,.0506100830078141,.0007218929786447,1.2453327095078861,.0001113877130207
34,2.2999999999999998,.0506021240234391,.0007228996217039,1.2509327582432468,.0001126631168073
35,2.2500000000000000,.0506258056640641,.0007243816624641,1.2562819242210563,.0001146924523004
36,2.2000000000000002,.0505733642578141,.0007242544000530,1.2624742011548529,.0001177756767710
37,2.1499999999999999,.0505185058593767,.0007238257697877,1.2687101000403047,.0001213412617730
38,2.1000000000000001,.0504889160156267,.0007222589900082,1.2755194110700592,.0001215004707469
39,2.0499999999999998,.0504943603515642,.0007214743679275,1.2821397842457358,.0001269917692796
40,2.0000000000000000,.0505064208984392,.0007216218332460,1.2895883180829866,.0001269030515061
41,1.9500000000000002,.0504804443359392,.0007219302508616,1.2970194212028454,.0001313840553931
42,1.8999999999999999,.0505313720703142,.0007220299251778,1.3049441074551194,.0001323326879715
43,1.8500000000000001,.0505325195312518,.0007226508950389,1.3134955348305557,.0001365878224068
44,1.7999999999999998,.0505399414062518,.0007226613109026,1.3224514398878398,.0001404654360202
45,1.7500000000000000,.0505085693359394,.0007230599583097,1.3317867942150718,.0001429108347852
46,1.7000000000000002,.0504256347656269,.0007212463794449,1.3420789697822375,.0001472151096180
47,1.6499999999999999,.0503940429687520,.0007209847650804,1.3522203423279313,.0001520892188073
48,1.6000000000000001,.0503505126953144,.0007202803607850,1.3639458552747574,.0001574406191920
49,1.5499999999999998,.0503278808593769,.0007196364545548,1.3759371101569047,.0001591009582138
50,1.5000000000000000,.0502966552734394,.0007187005432996,1.3886376380182543,.0001659666892483
51,1.4500000000000002,.0502742919921894,.0007186888051228,1.4026385319956929,.0001716537440986
52,1.3999999999999999,.0502128906250018,.0007171570032816,1.4169721991896771,.0001762004985053
53,1.3500000000000001,.0502580078125018,.0007179079560696,1.4328401348736564,.0001805895911383
54,1.2999999999999998,.0502265380859393,.0007192414604343,1.4498145783541860,.0001883755274514
55,1.2500000000000000,.0502170654296894,.0007179822033023,1.4679662407370992,.0001943521609894
56,1.2000000000000002,.0501903320312518,.0007173789629616,1.4878976345387929,.0002003150726302
57,1.1499999999999999,.0501675537109392,.0007176590728294,1.5093498274993065,.0002112404239861
58,1.1000000000000001,.0501721679687518,.0007188739690393,1.5325770070062343,.0002215840858937
59,1.0499999999999998,.0501076416015643,.0007167856528141,1.5584195821594926,.0002300937298891
60,1.0000000000000000,.0500344726562519,.0007159395635596,1.5861313121507006,.0002395606282610
61,.9500000000000002,.0500406250000019,.0007164295660108,1.6172692789078262,.0002538468646577
62,.8999999999999999,.0499936279296894,.0007160785445800,1.6515379866940796,.0002673203027907
63,.8500000000000001,.0500126953125019,.0007165311972846,1.6893492067629485,.0002851427751262
64,.7999999999999998,.0499071533203144,.0007154256730472,1.7319806527084642,.0003019274615545
65,.7500000000000000,.0498363769531268,.0007136613006601,1.7800304556229032,.0003203687446811
66,.7000000000000002,.0496557128906267,.0007104999577731,1.8334750752630764,.0003413238046935
67,.6499999999999999,.0496750244140642,.0007114303018450,1.8951624118362655,.0003690000052308
68,.6000000000000001,.0496568359375018,.0007093991092075,1.9653257629873406,.0004009536471788
