tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0501086181640625,.0007164474476196,.8449634122109779,.0000291357127322
1,3.7222222222222223,.0499496337890625,.0007126298241667,.8352545137114544,.0000310821613814
2,3.4444444444444446,.0499237792968750,.0007129563769980,.8226451393221021,.0000329432602160
3,3.1666666666666665,.0477708007812500,.0006760147824232,.8078780218639088,.0000352644383505
4,2.8888888888888888,.0474178466796875,.0006634034333827,.7904350580062646,.0000384595068653
5,2.6111111111111112,.0461598632812500,.0006538877952141,.7696427241309702,.0000411707546938
6,2.3333333333333330,.0429316650390625,.0006105226954015,.7446454956119748,.0000450852345141
7,2.0555555555555554,.0410192138671875,.0005726026881781,.7139632589337522,.0000495524149182
8,1.7777777777777777,.0385349121093750,.0005482992103714,.6758409888816604,.0000535574096623
9,1.5000000000000000,.0342416748046875,.0004897220361520,.6279084057079795,.0000583156967139
