tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0503809814453119,.0007199315459887,.4799956526351805,.0000158653714527
1,3.8333333333333335,.0512762451171871,.0007358092315075,.4789519178254911,.0000165624649989
2,3.6666666666666665,.0501052490234374,.0007261465491180,.4773514523666478,.0000170854211157
3,3.5000000000000000,.0501742919921874,.0007113140657270,.4753670587353103,.0000180062226451
4,3.3333333333333335,.0493268554687500,.0006947894268663,.4730719915108817,.0000187887574453
5,3.1666666666666665,.0483037597656250,.0006890402575454,.4704480950712979,.0000196041663883
6,3.0000000000000000,.0467022216796875,.0006644380769894,.4674851749170298,.0000207243187772
7,2.8333333333333330,.0477933105468750,.0006667017586530,.4639473329902277,.0000219620749774
8,2.6666666666666670,.0461251708984375,.0006544067556045,.4598910151671775,.0000231229420336
9,2.5000000000000000,.0448116943359375,.0006393323848248,.4550886965238747,.0000243274394647
10,2.3333333333333330,.0440277832031250,.0006259273227742,.4494648944489152,.0000261266071116
11,2.1666666666666670,.0434584716796875,.0006203191361347,.4427862284798927,.0000274830193127
12,2.0000000000000000,.0398582031250000,.0005642753473850,.4347456265899796,.0000298096379440
13,1.8333333333333335,.0394474121093750,.0005573854583070,.4251018944592246,.0000313881528160
14,1.6666666666666665,.0377661621093750,.0005278054054533,.4133997256416475,.0000338455060185
15,1.5000000000000000,.0358078857421875,.0004955617354494,.3989894567084638,.0000363898534363
