tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0510334960937505,.0007124455324660,.8449802471505489,.0000295965841133
1,3.8333333333333335,.0497941894531250,.0007038288127391,.8391672133813405,.0000307276858378
2,3.6666666666666665,.0509568603515625,.0007192401030517,.8322041670032464,.0000321303657802
3,3.5000000000000000,.0508768554687500,.0007098481907697,.8245320705702168,.0000335126773987
4,3.3333333333333335,.0487253906250001,.0006867120311369,.8159952853800136,.0000349665446422
5,3.1666666666666665,.0489100585937500,.0006914000165067,.8066735461599248,.0000361452470547
6,3.0000000000000000,.0472385009765625,.0006644400337606,.7963714120852867,.0000386817821573
7,2.8333333333333330,.0468070312500000,.0006596633876912,.7849615883443984,.0000402692245788
8,2.6666666666666670,.0473429199218750,.0006539334785710,.7722452978759801,.0000424372826013
9,2.5000000000000000,.0436100097656250,.0006220796587209,.7579730867334534,.0000440929096289
10,2.3333333333333330,.0432877929687500,.0006055194095363,.7419142857902421,.0000465726334915
11,2.1666666666666670,.0421530761718750,.0005781846201265,.7235758082221770,.0000488612782879
12,2.0000000000000000,.0416173583984375,.0005800228467812,.7028229829273405,.0000517296236549
13,1.8333333333333335,.0394555664062500,.0005693919635216,.6791054097203357,.0000550464597294
14,1.6666666666666665,.0377551757812500,.0005408026062105,.6515221707044219,.0000583995310010
15,1.5000000000000000,.0351764160156250,.0005011745046028,.6197066349579275,.0000614635646504
