tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0508572265625016,.0007327646121080,.4800567155586771,.0000158402134612
1,3.7916666666666665,.0513837646484381,.0007312888271479,.4785776872762473,.0000167438636861
2,3.5833333333333335,.0498657958984378,.0007066638753031,.4765128543799407,.0000177341748986
3,3.3750000000000000,.0501065429687503,.0007048548183734,.4739249690086058,.0000187307372622
4,3.1666666666666665,.0492902343750000,.0006893229871212,.4708245438772115,.0000198117427098
5,2.9583333333333330,.0493786132812500,.0007034893298906,.4670906996176636,.0000214068303246
6,2.7500000000000000,.0473931640625000,.0006709743097277,.4625645557570868,.0000224701333428
7,2.5416666666666670,.0462408447265625,.0006552044024283,.4571173304543976,.0000242714094301
8,2.3333333333333330,.0445472412109375,.0006355386860576,.4503985004230954,.0000265705530810
9,2.1250000000000000,.0424249267578125,.0005983920456702,.4420658187457847,.0000284894489657
10,1.9166666666666665,.0418603759765625,.0005886724162165,.4317349201179854,.0000308572606587
11,1.7083333333333335,.0390253662109375,.0005461562440722,.4186823942609589,.0000341095869584
12,1.5000000000000000,.0377781982421875,.0005413231155804,.4020120964035357,.0000374508026264
