tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0518861328124999,.0007364702726532,.8449500695923371,.0000292777034090
1,3.7916666666666665,.0512982910156250,.0007176473156869,.8377555220518325,.0000303041394227
2,3.5833333333333335,.0497590087890625,.0007148696081679,.8287746487843626,.0000320504862195
3,3.3750000000000000,.0507115478515625,.0007238420799781,.8185649179836886,.0000335717004960
4,3.1666666666666665,.0491483154296875,.0006816285457709,.8070739247952863,.0000356701346571
5,2.9583333333333330,.0482468505859375,.0006778363844697,.7941148533667697,.0000376304776470
6,2.7500000000000000,.0472469726562500,.0006615682382099,.7792621309942060,.0000397250864178
7,2.5416666666666670,.0457419433593750,.0006426927978587,.7623602415117268,.0000421883512181
8,2.3333333333333330,.0426225341796875,.0006096796161493,.7426403255470895,.0000453800599965
9,2.1250000000000000,.0419532226562500,.0005956267771432,.7197980079758111,.0000482393155744
10,1.9166666666666665,.0404760009765625,.0005740486988425,.6927956077299494,.0000510225637083
11,1.7083333333333335,.0367510742187500,.0005198954958064,.6607869110683933,.0000554218229282
12,1.5000000000000000,.0350261230468750,.0004922995776871,.6222747046575030,.0000585720083761
