tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0526140136718759,.0007458974600961,.8450727909166413,.0000295005113296
1,3.7916666666666665,.0505495361328127,.0007122912510108,.8376142032927971,.0000313280514995
2,3.5833333333333335,.0502609863281250,.0007155152829702,.8287288579793952,.0000327095173742
3,3.3750000000000000,.0503002929687500,.0007166705516877,.8186201677150108,.0000342070896482
4,3.1666666666666665,.0487631591796875,.0006829154661060,.8072009451027193,.0000361977371181
5,2.9583333333333330,.0481335205078125,.0006805939501114,.7942913042202367,.0000387779877507
6,2.7500000000000000,.0478416015625000,.0006705678297859,.7795693020311338,.0000407548239493
7,2.5416666666666670,.0452931640625000,.0006462208898696,.7626109384093378,.0000430435934193
8,2.3333333333333330,.0443094482421875,.0006233633807601,.7430304202612512,.0000463997426035
9,2.1250000000000000,.0428860351562500,.0006095242003756,.7202701723926013,.0000494671209598
10,1.9166666666666665,.0400572265625000,.0005655945861905,.6935744218145304,.0000526898070686
11,1.7083333333333335,.0387081298828125,.0005418876310461,.6616418382808443,.0000561986128095
12,1.5000000000000000,.0354298828125000,.0005044032374630,.6234760043426538,.0000614044566674
