tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0519556152343779,.0007307354574935,1.1422348202215993,.0000742707748263
1,3.8333333333333335,.0508488281250028,.0007321477459249,1.1485473520185894,.0000768231405163
2,3.6666666666666665,.0510815429687526,.0007231175017243,1.1558903153514686,.0000797870321609
3,3.5000000000000000,.0509326660156281,.0007123612439983,1.1637058618008047,.0000836699169159
4,3.3333333333333335,.0501720458984409,.0007135352260352,1.1727487773957703,.0000862526141953
5,3.1666666666666665,.0485892333984405,.0006838222120978,1.1828626263064572,.0000894630034907
6,3.0000000000000000,.0488134765625027,.0007056481879283,1.1940473707223327,.0000939731016575
7,2.8333333333333330,.0482460693359403,.0006963970375354,1.2072913604251354,.0000985652030901
8,2.6666666666666670,.0472545654296895,.0006678966982573,1.2219850114351147,.0001046999564866
9,2.5000000000000000,.0463279541015647,.0006521380164952,1.2391954401236187,.0001124355376210
10,2.3333333333333330,.0457254150390653,.0006506276232742,1.2589900791439499,.0001210701124393
11,2.1666666666666670,.0449748291015652,.0006264514336095,1.2825298262758937,.0001313006520098
12,2.0000000000000000,.0443994140625024,.0006124943166617,1.3101209040692816,.0001448210674209
13,1.8333333333333335,.0420974365234405,.0005846720567763,1.3436587431261127,.0001594742172789
14,1.6666666666666665,.0414262939453150,.0005793252094062,1.3852810354326848,.0001798823694461
15,1.5000000000000000,.0390370361328147,.0005533731495076,1.4376708773546851,.0002092062371093
