tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0522856445312501,.0007520554681998,.8449821326763080,.0000290360989073
1,3.7999999999999998,.0511742431640625,.0007317486799974,.8380172705862735,.0000304272202944
2,3.6000000000000001,.0491982421875000,.0006929545848529,.8294424455482821,.0000317430730605
3,3.3999999999999999,.0493939697265625,.0007064736525250,.8197902919090299,.0000335458393255
4,3.2000000000000002,.0489594482421875,.0006918070920655,.8088937486631119,.0000354568924414
5,3.0000000000000000,.0475193847656250,.0006667823619922,.7967085235113887,.0000371961339150
6,2.7999999999999998,.0460755371093750,.0006549684979766,.7829501403934228,.0000394789315769
7,2.6000000000000001,.0455849365234375,.0006433743148614,.7671250130012858,.0000415585761294
8,2.3999999999999999,.0440275390625000,.0006255245218867,.7491317372425542,.0000449500601761
9,2.2000000000000002,.0419209960937500,.0005940265287839,.7282279781716695,.0000476259011392
10,2.0000000000000000,.0406248535156250,.0005696502566966,.7038020032714650,.0000501485722287
11,1.7999999999999998,.0381180664062500,.0005412524911233,.6751067032786227,.0000534770550922
12,1.6000000000000001,.0364216064453125,.0005054547006666,.6410162139564727,.0000568403047691
13,1.3999999999999999,.0333257080078125,.0004714935963948,.6003739173026995,.0000618645717432
14,1.2000000000000002,.0296936279296875,.0004216935563455,.5519554023396670,.0000642938044227
15,1.0000000000000000,.0258057128906250,.0003611949737667,.4944531721700965,.0000678217153240
