tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0505709472656254,.0007158037937534,.8449676947038399,.0000287773067833
1,3.6666666666666665,.0507955810546874,.0007173423702739,.8331402250689270,.0000310696241145
2,3.3333333333333335,.0492601074218750,.0006970710256625,.8175411547286465,.0000338504056746
3,3.0000000000000000,.0468613281250000,.0006455405911016,.7984354600718803,.0000370532704507
4,2.6666666666666670,.0458559814453125,.0006426752756886,.7750643260077094,.0000402280845470
5,2.3333333333333330,.0440753662109375,.0006275996348435,.7460925550076554,.0000447981116316
6,2.0000000000000000,.0414140869140625,.0005818413366852,.7091029794422282,.0000505127038381
7,1.6666666666666665,.0375660888671875,.0005299444993809,.6612424758078339,.0000555991239431
8,1.3333333333333335,.0329490478515625,.0004668987337531,.5983300288722635,.0000615807708344
9,1.0000000000000000,.0275073730468750,.0003906297538031,.5154554847203225,.0000673084365729
