tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0510192871093737,.0007146672420765,.4800073330183182,.0000157559501189
1,3.9333333333333331,.0513198974609366,.0007319084574489,.4795427887118346,.0000163020221956
2,3.8666666666666667,.0510847656249994,.0007215816232553,.4789576741734681,.0000164232440688
3,3.7999999999999998,.0511228027343747,.0007065409853703,.4782643736532284,.0000166099566194
4,3.7333333333333334,.0500548583984375,.0007165576364390,.4775629669586116,.0000169282253388
5,3.6666666666666665,.0509875244140626,.0007063217204125,.4767828230509248,.0000175315059745
6,3.6000000000000001,.0502923095703125,.0007033583224190,.4759731514031428,.0000176540867583
7,3.5333333333333332,.0502438232421875,.0007117469842448,.4751318468428609,.0000181232003852
8,3.4666666666666668,.0492398681640625,.0006975033536641,.4741919931061186,.0000181999916493
9,3.3999999999999999,.0488245849609375,.0006857053872350,.4732586912086041,.0000187235734244
10,3.3333333333333335,.0488147216796875,.0006996896704486,.4722326070582351,.0000191366762780
11,3.2666666666666666,.0495563720703125,.0007113891413209,.4711849976209592,.0000194959704803
12,3.2000000000000002,.0480399414062500,.0006707507322107,.4700405928421477,.0000199325616701
13,3.1333333333333333,.0487472900390625,.0006970706401962,.4688807298094490,.0000203522120097
14,3.0666666666666664,.0474009277343750,.0006698921276625,.4676332929943623,.0000207060296963
15,3.0000000000000000,.0470420410156250,.0006732892020973,.4662901363818829,.0000209068718790
