tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0522856445312501,.0007520554681998,.8449821326763080,.0000290360989073
1,3.8333333333333335,.0512992431640625,.0007331903381727,.8391977257585493,.0000302372495470
2,3.6666666666666665,.0491657958984375,.0006922360578485,.8322046826908163,.0000313082733528
3,3.5000000000000000,.0499331054687500,.0007098128436308,.8244864667631818,.0000326796147858
4,3.3333333333333335,.0494152832031250,.0007000479772755,.8159290342781048,.0000343483081811
5,3.1666666666666665,.0482828613281250,.0006736468510874,.8065709389546554,.0000356413729899
6,3.0000000000000000,.0472064941406250,.0006727148379581,.7962717479334898,.0000373415368620
7,2.8333333333333330,.0471156982421875,.0006621285444026,.7847147032634502,.0000390264286476
8,2.6666666666666670,.0459079589843750,.0006412051171530,.7720197011795848,.0000413291421024
9,2.5000000000000000,.0443622070312500,.0006238994533362,.7576564674648264,.0000432621065384
10,2.3333333333333330,.0431660400390625,.0006157628170805,.7414790125697479,.0000450441578750
11,2.1666666666666670,.0423867919921875,.0005955558366168,.7232712622256009,.0000477949008908
12,2.0000000000000000,.0407787109375000,.0005727123719158,.7022638264659136,.0000500925636527
13,1.8333333333333335,.0384140136718750,.0005415017283857,.6782964253412669,.0000541392579883
14,1.6666666666666665,.0362863525390625,.0005105973524024,.6506447508452174,.0000558774573767
15,1.5000000000000000,.0348291015625000,.0004835824659170,.6183732378506919,.0000600469717689
