tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0519246826171875,.0007279690588929,.8449836444771790,.0000291243185614
1,3.7916666666666665,.0498875976562500,.0007034493131807,.8377098386572912,.0000300657673870
2,3.5833333333333335,.0505081542968750,.0007225679910491,.8287313888473209,.0000318656621202
3,3.3750000000000000,.0496988281250000,.0007050101331502,.8185393751484129,.0000336990322122
4,3.1666666666666665,.0488839111328125,.0006934819929881,.8071040152102317,.0000353011617188
5,2.9583333333333330,.0467923583984375,.0006715460864139,.7941317188099091,.0000377835944011
6,2.7500000000000000,.0463427978515625,.0006558443839138,.7793553767512194,.0000401530087320
7,2.5416666666666670,.0455179443359375,.0006459987231500,.7623397586351837,.0000424998639932
8,2.3333333333333330,.0441341796875000,.0006255588896948,.7427106734987163,.0000452731768735
9,2.1250000000000000,.0426107177734375,.0006171122797462,.7199097803955237,.0000479303998781
10,1.9166666666666665,.0397698730468750,.0005716541023799,.6928694183497829,.0000513519165157
11,1.7083333333333335,.0378040527343750,.0005290375489835,.6608075221459820,.0000553527317066
12,1.5000000000000000,.0355911376953125,.0004999591684913,.6224065967859672,.0000587458887395
