tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0515320800781278,.0007105497833593,.8449819653024213,.0000299221960077
1,3.7916666666666665,.0508200195312512,.0007099061109549,.8375846153839186,.0000309105320805
2,3.5833333333333335,.0501500244140627,.0007140940139623,.8287457213545056,.0000326853405512
3,3.3750000000000000,.0498914550781250,.0006953881364449,.8185805862686558,.0000348392924834
4,3.1666666666666665,.0494062500000000,.0006956976086277,.8072112701692093,.0000359386624887
5,2.9583333333333330,.0486484619140625,.0006981750600216,.7943306444266913,.0000390180411177
6,2.7500000000000000,.0463026855468750,.0006529057112547,.7794906125955017,.0000407843696994
7,2.5416666666666670,.0459745849609375,.0006424093230123,.7627186651916379,.0000432425050984
8,2.3333333333333330,.0439892333984375,.0006180780228576,.7431121154853243,.0000463573474889
9,2.1250000000000000,.0422926269531250,.0005960500976714,.7203355227272770,.0000494794031187
10,1.9166666666666665,.0395262451171875,.0005613979491851,.6934259768497126,.0000530183166127
11,1.7083333333333335,.0383158203125000,.0005336839113886,.6615419585780612,.0000563886380345
12,1.5000000000000000,.0364422851562500,.0005152534979279,.6234665886591958,.0000610655537063
