tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0519966796874959,.0007394791628587,1.1423324521472360,.0000740528907289
1,3.7999999999999998,.0525857910156215,.0007408292046656,1.1501060527700793,.0000770781907214
2,3.6000000000000001,.0513771484374942,.0007299098869228,1.1586538342385473,.0000793965741002
3,3.3999999999999999,.0497977783203105,.0006988562183975,1.1687581607550535,.0000837530969443
4,3.2000000000000002,.0501906982421838,.0007090921275007,1.1804441749669874,.0000892818268614
5,3.0000000000000000,.0496684326171841,.0007191022857882,1.1938009751799115,.0000928876114013
6,2.7999999999999998,.0490692382812459,.0006781476391610,1.2094030560408426,.0001004649083823
7,2.6000000000000001,.0471807128906218,.0006602184577352,1.2277801575465346,.0001074875046856
8,2.3999999999999999,.0462110595703095,.0006576172450636,1.2497858278270324,.0001175373893067
9,2.2000000000000002,.0458545898437468,.0006496939389892,1.2760374450049439,.0001303456538907
10,2.0000000000000000,.0435943603515591,.0006095017986066,1.3081660646624542,.0001425395481311
11,1.7999999999999998,.0443609863281227,.0006270317243742,1.3489180651987502,.0001629113398143
12,1.6000000000000001,.0409133300781222,.0005724039062006,1.4012364710226890,.0001908213850830
13,1.3999999999999999,.0405970703124975,.0005750279976407,1.4715043072245635,.0002318374560604
14,1.2000000000000002,.0375489746093722,.0005303478915021,1.5687467635804992,.0003003718363272
15,1.0000000000000000,.0340718505859353,.0004808956892444,1.7132776163444146,.0004156241859787
