tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0526140136718759,.0007458974600961,.8450727909166413,.0000295005113296
1,3.7500000000000000,.0505132080078127,.0007131143367037,.8360780209026025,.0000316246930771
2,3.5000000000000000,.0500314208984375,.0007061627850715,.8251151219994254,.0000333582552713
3,3.2500000000000000,.0497695068359375,.0007087409566262,.8123351828486830,.0000351881993165
4,3.0000000000000000,.0482412597656250,.0006750987329550,.7975199155275667,.0000379948685865
5,2.7500000000000000,.0471961181640625,.0006822614473842,.7802790609910728,.0000411112864606
6,2.5000000000000000,.0463869628906250,.0006537056382726,.7599394345029813,.0000437683710768
7,2.2500000000000000,.0435689208984375,.0006088017244744,.7356438629137809,.0000470886133871
8,2.0000000000000000,.0419312500000000,.0005988582901287,.7063611732194158,.0000512970131345
9,1.7500000000000000,.0387360839843750,.0005502605219370,.6707850458203870,.0000560137375758
10,1.5000000000000000,.0354396972656250,.0004849372558626,.6269911680036512,.0000604943170842
11,1.2500000000000000,.0319032958984375,.0004482309575973,.5723931681614697,.0000652080287488
12,1.0000000000000000,.0279097412109375,.0003999364332008,.5049337695581038,.0000696602394134
