tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0503809814453119,.0007199315459887,.4799956526351805,.0000158653714527
1,3.7999999999999998,.0512369628906246,.0007339533324969,.4787409439973988,.0000166951532263
2,3.6000000000000001,.0499663818359374,.0007202305519106,.4767691453519757,.0000173585165098
3,3.3999999999999999,.0501778808593749,.0007121793216693,.4742697085128180,.0000184516871348
4,3.2000000000000002,.0490077636718750,.0006847090145577,.4712959540107905,.0000195443343509
5,3.0000000000000000,.0476171142578125,.0006756379525680,.4677911423763542,.0000206937211326
6,2.7999999999999998,.0456702148437500,.0006582476861699,.4636628794162974,.0000221071412797
7,2.6000000000000001,.0468475585937500,.0006592974123136,.4586027485479800,.0000236428627940
8,2.3999999999999999,.0442446044921875,.0006296288593281,.4525436795990584,.0000253613239711
9,2.2000000000000002,.0432434326171875,.0006178511698712,.4450874335282985,.0000271578874465
10,2.0000000000000000,.0406162841796875,.0005637404086998,.4358897869540603,.0000296921254883
11,1.7999999999999998,.0394369140625000,.0005582060857282,.4244606155265862,.0000319798977153
12,1.6000000000000001,.0367114013671875,.0005247097404084,.4099669176453972,.0000347936427366
13,1.3999999999999999,.0343467529296875,.0004871771450319,.3917388820352759,.0000377424139965
14,1.2000000000000002,.0309603515625000,.0004472058930647,.3684690382083236,.0000413523315641
15,1.0000000000000000,.0269866455078125,.0003842589493730,.3390257558190403,.0000447327457867
