tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0512167236328123,.0007252611815874,.4800038531556324,.0000157397688293
1,3.7500000000000000,.0498234619140624,.0006861898850712,.4784364571282814,.0000167917894731
2,3.5000000000000000,.0503208251953124,.0007077079980437,.4758577213580957,.0000179799107101
3,3.2500000000000000,.0493836914062500,.0007066028367669,.4725095255407934,.0000192215283525
4,3.0000000000000000,.0482871582031250,.0006723790788545,.4683328097139354,.0000206665040198
5,2.7500000000000000,.0480415771484375,.0006747230120235,.4631035442114670,.0000224941688916
6,2.5000000000000000,.0463871093750000,.0006610920337935,.4565773760912269,.0000244650493776
7,2.2500000000000000,.0436996093750000,.0006298220539210,.4482392607180702,.0000265632082778
8,2.0000000000000000,.0418861572265625,.0006066063581618,.4374557871710169,.0000294822767165
9,1.7500000000000000,.0399373046875000,.0005553126436556,.4233067343149450,.0000321834711996
10,1.5000000000000000,.0364680664062500,.0005174535393150,.4045137085692951,.0000359209162321
11,1.2500000000000000,.0317789550781250,.0004535251328403,.3793039967283895,.0000406937451888
12,1.0000000000000000,.0273426025390625,.0003935098947667,.3457136087754805,.0000444421765970
