tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0510334960937505,.0007124455324660,.8449802471505489,.0000295965841133
1,3.7999999999999998,.0496732910156250,.0007016936368874,.8379647717748269,.0000309223793445
2,3.6000000000000001,.0506988037109375,.0007188744942920,.8294346084234107,.0000325961804445
3,3.3999999999999999,.0505429443359375,.0007075248321425,.8198413003162768,.0000342385733133
4,3.2000000000000002,.0481989746093751,.0006753884265930,.8089805521965666,.0000361473230677
5,3.0000000000000000,.0480906738281250,.0006821194498648,.7968395897561062,.0000376959171081
6,2.7999999999999998,.0459348632812500,.0006428287013695,.7830750385972390,.0000407132478724
7,2.6000000000000001,.0456084228515625,.0006465923541388,.7674342503338034,.0000429572419552
8,2.3999999999999999,.0461224853515625,.0006540474198115,.7494637783727970,.0000459556331056
9,2.2000000000000002,.0422472412109375,.0005981976522376,.7286578809639246,.0000484167815406
10,2.0000000000000000,.0416155273437500,.0005920752822815,.7043971598895684,.0000519231330074
11,1.7999999999999998,.0387020507812500,.0005419139953908,.6757780410563168,.0000550684097559
12,1.6000000000000001,.0368524169921875,.0005158247921578,.6419072195415956,.0000588978144689
13,1.3999999999999999,.0351664794921875,.0004997817301409,.6018501646131593,.0000634175524036
14,1.2000000000000002,.0311309326171875,.0004401349589958,.5535301282422379,.0000667818864912
15,1.0000000000000000,.0271328857421875,.0003806576469042,.4964871677054515,.0000698628719812
