tau_Q,T,chi_t,Error chi_t,AR|CS,Error AR|CS
0,4.0000000000000000,.0518861328124999,.0007364702726532,.8449500695923371,.0000292777034090
1,3.7500000000000000,.0510742187500000,.0007168057720661,.8362486392934668,.0000305913230081
2,3.5000000000000000,.0496134521484375,.0007127548443534,.8251722826999408,.0000326583197522
3,3.2500000000000000,.0501566650390625,.0007160830124666,.8122944585167691,.0000346961355623
4,3.0000000000000000,.0486280273437500,.0006820245482625,.7973965227958528,.0000371430292133
5,2.7500000000000000,.0476666259765625,.0006762354565595,.7800534422731165,.0000398216690406
6,2.5000000000000000,.0461579101562500,.0006444876653261,.7595289926833060,.0000428850514066
7,2.2500000000000000,.0433201171875000,.0006115092966948,.7352429595998169,.0000459955068892
8,2.0000000000000000,.0396428222656250,.0005667096914971,.7058183905373470,.0000500603036950
9,1.7500000000000000,.0388394531250000,.0005489728369170,.6700962559206756,.0000539544870786
10,1.5000000000000000,.0357350830078125,.0005096038158739,.6258346155077510,.0000587336364861
11,1.2500000000000000,.0304147705078125,.0004196557400238,.5710382450648712,.0000636443669587
12,1.0000000000000000,.0261966308593750,.0003789608721860,.5032733670402421,.0000677051538130
