tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0509429931640620,.0007184748782151,.8449815773812943,.0000294715280381
1,3.8999999999999999,.0519495605468747,.0007315696768077,.8415126047993338,.0000306608339411
2,3.7999999999999998,.0506694580078125,.0007113502713553,.8375701475274222,.0000313961060300
3,3.7000000000000002,.0512834716796875,.0007241696674453,.8332735016752355,.0000317877462316
4,3.6000000000000001,.0487767333984375,.0006836244599956,.8287326840013138,.0000322800504556
5,3.5000000000000000,.0495975585937500,.0006990974085144,.8239431959665849,.0000337157506091
6,3.3999999999999999,.0496358398437500,.0007135753550725,.8188487950338900,.0000339993094671
7,3.2999999999999998,.0498247802734375,.0007082306173059,.8135592359472560,.0000354580250365
8,3.2000000000000002,.0480522705078125,.0006908021676640,.8078448071438173,.0000359982549776
9,3.1000000000000001,.0466989746093750,.0006728892506354,.8018219861365244,.0000372394237726
10,3.0000000000000000,.0474782470703125,.0006654713779327,.7954880919737130,.0000381665381797
11,2.8999999999999999,.0481069580078125,.0006955228225409,.7885494860516493,.0000392320872805
12,2.7999999999999998,.0465894531250000,.0006563147031798,.7812419598266332,.0000406602674701
13,2.7000000000000002,.0473514892578125,.0006692752343066,.7735125794753286,.0000415666985680
14,2.6000000000000001,.0465473144531250,.0006489600776465,.7651557097425011,.0000424390919233
15,2.5000000000000000,.0445209960937500,.0006391795779876,.7562556883532162,.0000441840936868
