tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0505709472656254,.0007158037937534,.8449676947038399,.0000287773067833
1,3.8333333333333335,.0512023193359374,.0007219569005376,.8392197906263280,.0000299578122817
2,3.6666666666666665,.0502171386718750,.0007191363755036,.8322507496451450,.0000313241195204
3,3.5000000000000000,.0486037353515625,.0006752767655268,.8244692853090688,.0000326539323369
4,3.3333333333333335,.0491045166015625,.0006983058913921,.8159646255569626,.0000337256535988
5,3.1666666666666665,.0484746582031250,.0006885881943442,.8066555541076272,.0000352752876619
6,3.0000000000000000,.0473781738281250,.0006681512427900,.7962704512676805,.0000373928788930
7,2.8333333333333330,.0463935791015625,.0006643635541771,.7848206235520570,.0000390985174052
8,2.6666666666666670,.0451224121093750,.0006376676070463,.7719503749624276,.0000408210686547
9,2.5000000000000000,.0449946044921875,.0006394411094363,.7576309095215327,.0000432071984912
