tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0525583251953130,.0007390778749085,.8449699120433801,.0000295643475626
1,3.8333333333333335,.0503734863281251,.0007071142875766,.8391185223296297,.0000308008506738
2,3.6666666666666665,.0507146240234375,.0007111077946549,.8322206701821225,.0000320273615748
3,3.5000000000000000,.0499652832031250,.0007057353431613,.8245662546640397,.0000332009345242
4,3.3333333333333335,.0494206054687500,.0007000662407593,.8160555885538046,.0000345268829097
5,3.1666666666666665,.0477664306640625,.0006686160939304,.8067421099546004,.0000365777076786
6,3.0000000000000000,.0478527099609375,.0006691031736534,.7963778470813899,.0000380881061385
7,2.8333333333333330,.0471675292968750,.0006540315382355,.7849967649202666,.0000398115975116
8,2.6666666666666670,.0457782470703125,.0006586815714508,.7721906211994438,.0000420073887875
9,2.5000000000000000,.0458887207031250,.0006588525147504,.7578994952539618,.0000440331451745
