tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
0,4.0000000000000000,.0518418701171914,.0007252834077622,.4800141529121282,.0000160352712866
1,3.8750000000000000,.0501153564453150,.0007208430495309,.4791167177299496,.0000164216395746
2,3.7500000000000000,.0503626708984387,.0007187483923811,.4779914253728952,.0000172615648969
3,3.6250000000000000,.0507953613281259,.0007110344844392,.4766213772587922,.0000174190972497
4,3.5000000000000000,.0509237060546878,.0007077761471279,.4750852128194187,.0000181897242764
5,3.3750000000000000,.0505108154296877,.0007215364123171,.4733810983786827,.0000189649561331
6,3.2500000000000000,.0471441406250000,.0006564579381652,.4714622976912415,.0000195875891456
7,3.1250000000000000,.0493155029296876,.0007059038781642,.4693560163331874,.0000201270714936
8,3.0000000000000000,.0487979248046875,.0006892811867056,.4669857531440081,.0000209220124056
9,2.8750000000000000,.0477360839843750,.0006807897723077,.4643559577740539,.0000219816226782
10,2.7500000000000000,.0472770507812500,.0006601340475195,.4613818808488082,.0000227940541297
11,2.6250000000000000,.0447071044921875,.0006227623344650,.4580935970706012,.0000240211152674
12,2.5000000000000000,.0456675048828125,.0006447106445967,.4543682136745917,.0000252670372230
