i,j,x,y,z
1,1,.2991462020947770,.9233844605997904,.2405674285831418
1,2,.0871782343510925,-.8210759609661016,-.5641225237295697
1,3,.3770112324295095,.4333414165810856,-.8185827675302483
1,4,.7266225196345379,.1865567039515758,-.6612233436371402
1,5,-.2453803961394202,-.9598264182741189,-.1360944817894448
1,6,-.4300446941299803,.2904958768904699,.8547945405536284
1,7,-.5857922969093650,.1823902302068074,-.7896715702155918
1,8,-.8393348865316730,.4117251377566288,.3549638843462091
2,1,.3684741250053609,-.3994533336129403,.8394425849735303
2,2,-.7458642101681753,.0813756847262420,-.6611085976793369
2,3,-.6409015782404138,-.2994395706824713,.7068105195301242
2,4,.4882325905484590,-.1182526555631647,.8646648177060290
2,5,.3856872980385230,-.5620848661285159,-.7316460287605147
2,6,.2227347166354068,.7102237068460621,.6678110003879720
2,7,-.4139338158929967,.6559873700543367,.6311413204579917
2,8,.8447167116152414,-.1774448141301269,-.5049425859008704
3,1,-.2419793934656390,-.9555911124114868,.1682010672325796
3,2,.9945695562691526,.1034764335387585,.0111366711669046
3,3,-.5467745092811586,.8125485844927625,-.2019961233270487
3,4,-.5373091969654237,.7569398955969251,-.3719419595986553
3,5,-.8099671335969268,.0311288226118729,-.5856485626171865
3,6,.7557770190462824,-.6397513450430227,.1397115385254873
3,7,-.9631799231282457,.2613984077568802,.0628912402869780
3,8,-.3343053825356129,.8749641718095327,-.3502536356090773
4,1,.2214557755965214,-.9440375803168158,-.2444389216236126
4,2,.2540517029434272,.1313766162037494,.9582264434602070
4,3,.3439991430971080,-.1214710570344742,-.9310796807209267
4,4,-.6838943756182438,-.5801823201768103,.4423538836180660
4,5,.6915390566169787,-.1459399675878798,.7074427602525506
4,6,-.7670312847990707,.6118540873355781,-.1931258241412415
4,7,-.6524144444646632,-.2659132917230590,-.7096798672210395
4,8,.3400051642764813,-.7138168592072310,.6122597322843035
5,1,.9331862571438142,.2275599742705006,-.2781723702813210
5,2,.2698679873377061,.8396580812450388,.4713232181955347
5,3,-.5129481790750250,.8524642925492816,.1009395636609790
5,4,.0310482671863548,.6664449007958723,.7449075105728931
5,5,.0145565354212468,.3713015997234252,-.9283982062236846
5,6,.1242196258408735,.7775085750362388,.6164818734570148
5,7,.7946560701680239,.3976294147056517,.4587075088833336
5,8,.0899296135960511,-.3994796477934555,.9123204895195995
6,1,.3876120693823104,.8717204678119451,.2997670923682030
6,2,.2974766673606144,-.2701073542553588,.9157235661230918
6,3,.0334196120861405,-.5239361938658524,.8511016356965693
6,4,.3021672014247526,.6523010960373301,.6951246380985434
6,5,.1123746692399773,.9919938666193161,.0576203289027788
6,6,.2335415687669046,-.4685352400436935,-.8520170564578456
6,7,.3591970595507119,.9268857108020531,.1089052410175707
6,8,-.9170460666448671,-.3329795976201503,-.2194335872648051
7,1,-.5741122903018420,.0420582615953768,.8176956528904555
7,2,-.7271757317063227,.6833797805368909,.0648654821205003
7,3,.6508326524570966,.7555867383295812,-.0741993218036716
7,4,.8732689480229211,-.1778998048763475,-.4536000483288095
7,5,.9409183156472614,.3185334758094602,-.1149310578923929
7,6,.2606699449924007,-.6034902921153341,-.7535586553813892
7,7,.7671421800472533,.5594387473515150,-.3138808110638738
7,8,.4111878372754611,.5966774197612162,.6891303354401301
8,1,.5959352048659716,.7967365220269220,-.1003600820535556
8,2,.2931547657311926,-.9436606401725210,-.1535085649671614
8,3,.7833099500220543,.6098867820596228,.1202648546559004
8,4,-.8576853152868815,-.4259353030752878,.2880191270304898
8,5,-.1707852347629787,.8672362509886136,-.4676897353568588
8,6,.9502539836436251,.2820524111144009,-.1321506865437097
8,7,-.8709397575155792,-.4890000528671242,.0484033787524591
8,8,-.4458794527747145,-.5507037911007806,-.7056322328667738
