i,j,x,y,z
1,1,-.6962583830444264,-.5915949073705805,-.4064968998818502
1,2,.7442142872355608,.6679065361507229,-.0067789115357366
1,3,.3951077499340977,-.5011276757735860,-.7699096820509391
1,4,.1318635265914439,-.2728748435942019,-.9529697424831007
1,5,-.2050583025038021,.0127458733047596,.9786667641684570
1,6,-.3696613695246230,.0987551431887441,-.9239036170374867
1,7,-.9413667720791790,.1836745175608656,.2830057809021051
1,8,.1909595607403281,-.3965023577974596,.8979534099400237
2,1,.6305351390304003,-.7676188626647391,.1148334451682356
2,2,.2358429981781917,.4469683727346684,.8629005469839754
2,3,.2175178300849013,-.9071011073348495,.3603520149340722
2,4,-.4467034356093401,.3403499175340184,-.8274164454791788
2,5,-.3749823716663966,.1896513734068808,-.9074252462348225
2,6,.4388653167181201,.8722295875247804,-.2158999315151710
2,7,-.0256948739238797,-.0511604210796120,-.9983598473341126
2,8,.2895686590184551,.0456723919239557,.9560669559869739
3,1,-.6587596631307621,-.5546070073618521,-.5083766060874314
3,2,.6159184796747676,-.7868222897517523,.0394348924802972
3,3,.7891132735618114,.3904269850546132,-.4742014454108365
3,4,.9981783392209036,-.0543283926850894,.0262379278612737
3,5,-.2982923970060705,-.9538098206781543,-.0356156126759011
3,6,.3911392484888139,.3295224555024740,-.8593166119721101
3,7,-.2355884415903313,.9716329678640608,.0206751529308935
3,8,.1973796954521386,.3418902394818500,-.9187776226978236
4,1,-.4375734645700849,-.6799677695095305,-.5883649339758161
4,2,-.0208483190135712,-.4633747853417080,-.8859171269954286
4,3,-.0692958387841925,-.8089081055787012,.5838371035282632
4,4,.2584324806158371,-.4653648759899708,-.8465507575790031
4,5,-.4732181457921454,-.0920202157414925,.8761260562201840
4,6,.9122399419375157,.1197967529305699,.3917486774976144
4,7,-.0559873511951665,.3097080698010576,-.9491819256634907
4,8,-.5175871358185844,.3619498497831997,.7753037231156790
5,1,-.2502068260082957,.8435872139921805,.4751390918539174
5,2,-.5744878445452113,-.2186246508995469,-.7887756198621053
5,3,-.9825964880977754,.1137255807957462,.1468694449182282
5,4,.2315668142338337,.4353499921761282,.8699696516878266
5,5,.4158768015193117,-.6910290829665084,-.5912066410761413
5,6,.0625364040507235,-.0662929960457966,.9958385596288570
5,7,.1425331295546442,-.9886423125543252,-.0476517030817907
5,8,-.0545912140176783,.7139771306552907,.6980375751013079
6,1,-.0971278474677298,-.3225021917487214,-.9415723644858935
6,2,-.0682416518787452,.2211691152710798,.9728449513663870
6,3,-.4728301587871673,-.7795898258115531,.4106961704623194
6,4,-.2904592526484082,-.8695998586585826,.3992862486636641
6,5,.9235923428754996,-.3833237122044463,-.0063337069357898
6,6,.2124644471696181,.9483174552391008,-.2356965480819449
6,7,-.6439959321728942,.0044837038428182,-.7650157748338363
6,8,-.0584792302742866,.9796944510534005,-.1917784195411550
7,1,-.2177973741371936,-.3628081207687843,-.9060543975519166
7,2,-.1105609641473757,-.8849853496044973,.4523021160598393
7,3,.4503162381099706,.5801254826693736,.6787265355444052
7,4,-.9448721002576317,-.1846024252839869,-.2704415994886920
7,5,.1692229630198609,.5668699726141649,-.8062394327587771
7,6,-.2289278903345723,-.2811005129281381,.9319734559838599
7,7,.9579733746530913,.2662581525931274,.1067408526922232
7,8,.7564710430279408,-.1185960510577758,.6431846840011979
8,1,-.9084114470062780,-.1051134689023121,-.4046477500286921
8,2,.4295666880942973,.5536701362572491,-.7133875809800559
8,3,.0064222308413295,.0995387013477321,.9950129656868938
8,4,-.5459283681464945,-.2388197083953487,.8030736975738069
8,5,.8426773697645557,-.2796265196649985,.4601128774406674
8,6,.7005580271036633,.4414258430633352,-.5606796551832846
8,7,-.0312219210960875,-.1063551781987132,.9938378981068239
8,8,.5038366871413569,.8626592860452130,.0443570613362243
