  TQ                     Temp                   charge                    error                chargeAbs                    error
   0       4.0000000000000000       3.2797899999999998       0.0173828552187367       1.4031899999999999       0.0044185077923561
   1       3.7999999999999998       3.2376600000000009       0.0197472034588305       1.3945399999999999       0.0042275340855451
   2       3.6000000000000001       3.2274900000000004       0.0124118084455448       1.3910300000000000       0.0029640831447327
   3       3.3999999999999999       3.1603599999999989       0.0158898374231249       1.3752799999999998       0.0036362618167563
   4       3.2000000000000002       3.1068600000000002       0.0076044168451992       1.3646199999999999       0.0020269188439601
   5       3.0000000000000000       3.0774400000000002       0.0090913658673122       1.3583799999999999       0.0024284791765858
   6       2.7999999999999998       3.0076200000000002       0.0173370303749583       1.3364600000000000       0.0045368907610585
   7       2.6000000000000001       2.9421100000000004       0.0070995531940789       1.3263700000000000       0.0029851502846963
   8       2.3999999999999999       2.8632799999999996       0.0098165597051328       1.3051400000000002       0.0026326665822570
   9       2.2000000000000002       2.7546900000000001       0.0090646376406092       1.2783500000000001       0.0028659398303369
  10       2.0000000000000000       2.6663900000000003       0.0082588867961194       1.2553100000000001       0.0027668453757542
  11       1.7999999999999998       2.4943900000000001       0.0108911018726297       1.2123499999999998       0.0030298973213257
  12       1.6000000000000001       2.3664599999999996       0.0153874133267712       1.1761400000000000       0.0038591363455225
  13       1.3999999999999999       2.1924299999999999       0.0094183514716986       1.1301700000000001       0.0029006531831448
  14       1.2000000000000002       1.9733900000000002       0.0096384352118658       1.0630100000000000       0.0032550627234100
  15       1.0000000000000000       1.7169099999999997       0.0092203091054475       0.9829900000000000       0.0030980800506120
  16       0.7999999999999998       1.4449099999999999       0.0046604351251311       0.8896700000000001       0.0022462833500894
  17       0.6000000000000001       1.1551600000000000       0.0065648931615239       0.7770600000000000       0.0031565522682545
  18       0.3999999999999999       0.9118000000000001       0.0037545527918338       0.6675000000000001       0.0016738511814907
  19       0.2000000000000002       0.7164199999999999       0.0019068181757985       0.5638000000000000       0.0015951314818675
  20       0.0000000000000000       0.5891500000000001       0.0049557206001415       0.4893300000000000       0.0031329450113981
