tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.7999999999999998,.0513375000000000,.0007259791243169,.8378850221573819,.0002513264418292
2,3.6000000000000001,.0510484375000000,.0007235657627962,.8299973618129201,.0002558977397111
3,3.3999999999999999,.0498703125000000,.0007136578659634,.8201737640582069,.0002712926492877
4,3.2000000000000002,.0492171875000000,.0007039450030254,.8092580039261801,.0002861483281957
5,3.0000000000000000,.0480046875000000,.0007020632886768,.7962616782118044,.0003077412293169
6,2.7999999999999998,.0459875000000000,.0006481059816969,.7829463509224633,.0003247711864345
7,2.6000000000000001,.0460375000000000,.0006585544259157,.7674713236564790,.0003384108692836
8,2.3999999999999999,.0446578125000000,.0006463289410492,.7496208771148707,.0003681113261718
9,2.2000000000000002,.0428359375000000,.0006130103293255,.7289199025863874,.0003893544819915
10,2.0000000000000000,.0410296875000000,.0006215005806563,.7049305161571279,.0004117339621614
11,1.7999999999999998,.0394640625000000,.0005708468014607,.6771919518482726,.0004370819924129
12,1.6000000000000001,.0368625000000000,.0005211842352285,.6426201744818700,.0004691562863297
13,1.3999999999999999,.0346984375000000,.0005088727435435,.6021745988973345,.0005025509166857
14,1.2000000000000002,.0304859375000000,.0004345065588266,.5534521543750095,.0005335672229723
15,1.0000000000000000,.0277015625000000,.0004018386389041,.4969981334823610,.0005525044686160
16,.7999999999999998,.0226718750000000,.0003318115068809,.4303605645252473,.0005659644502151
17,.6000000000000001,.0186968750000000,.0002824054005184,.3557127100038575,.0005714017328687
18,.3999999999999999,.0150281250000000,.0002327948156179,.2770504153770085,.0005284180302482
19,.2000000000000002,.0121390625000000,.0001823955351879,.2008366060410250,.0004774946108782
20,.0000000000000000,.0102515625000000,.0001603019949504,.1329593750000000,.0004295956596953
