  TQ                     Temp                   charge                    error                chargeAbs                    error
   0       4.0000000000000000       3.2835300000000003       0.0168902013013464       1.4029300000000000       0.0039294062316504
   1       3.8999999999999999       3.2683100204073114       0.0151279197727379       1.3995900101984553       0.0040468734373455
   2       3.7999999999999998       3.2539099999999999       0.0161728197912418       1.3977299999999997       0.0046043952431949
   3       3.7000000000000002       3.2371600000000003       0.0097599316937502       1.3959199999999998       0.0029820500033068
   4       3.6000000000000001       3.2200799999999994       0.0141306585519257       1.3908399999999996       0.0038530853438079
   5       3.5000000000000000       3.2142583875318742       0.0166485304173099       1.3870195927363773       0.0030067913259443
   6       3.3999999999999999       3.1746199518222360       0.0119032303393214       1.3805199758820343       0.0028768299483731
   7       3.2999999999999998       3.1288800003758683       0.0079740524556929       1.3715200613080833       0.0019968339542996
   8       3.2000000000000002       3.1195099526968839       0.0177068599575781       1.3680699763204061       0.0043436498213684
   9       3.1000000000000001       3.0945804331045492       0.0179957943775913       1.3612001079846205       0.0036476913931334
  10       3.0000000000000000       3.0728018137506607       0.0120839666230845       1.3563605278176269       0.0037601374996078
  11       2.8999999999999999       3.0324900024608339       0.0122817690718548       1.3461901568704313       0.0028099535445431
  12       2.7999999999999998       3.0001799999999998       0.0154343109841529       1.3365600000000000       0.0041589047703558
  13       2.7000000000000002       2.9799000000000002       0.0144062100806867       1.3341600000000002       0.0035376451678106
  14       2.6000000000000001       2.9151199999999990       0.0113926662570462       1.3190599999999999       0.0035824014292092
  15       2.5000000000000000       2.8907900000000000       0.0126965914060952       1.3113899999999998       0.0024489203970549
  16       2.3999999999999999       2.8440900000000005       0.0091018246034028       1.3013700000000001       0.0035426935766134
  17       2.2999999999999998       2.7937900000000000       0.0132978314857058       1.2889100000000002       0.0033967778849963
  18       2.2000000000000002       2.7486900000000007       0.0147122129916309       1.2792100000000002       0.0041076473396176
  19       2.1000000000000001       2.6768700000000001       0.0129260980621033       1.2582899999999999       0.0030006832555269
  20       2.0000000000000000       2.5986600000000002       0.0115287100560102       1.2373999999999998       0.0033996078205190
  21       1.8999999999999999       2.5715300000000001       0.0122643299404775       1.2292900000000000       0.0028332333315686
  22       1.7999999999999998       2.4806400000000002       0.0103068714942990       1.2082800000000000       0.0028266116346845
  23       1.7000000000000002       2.4422800000000007       0.0112895605661948       1.1959400000000000       0.0033497993306400
  24       1.6000000000000001       2.3291599999999999       0.0119668449383194       1.1670200000000002       0.0038845791992899
  25       1.5000000000000000       2.2469699999999997       0.0101326101715642       1.1444499999999997       0.0033341082432603
  26       1.3999999999999999       2.1224300000000005       0.0104830132436557       1.1060500000000000       0.0032674913924906
  27       1.2999999999999998       2.0173699999999997       0.0072846878984468       1.0791899999999999       0.0021861406887735
  28       1.2000000000000002       1.8842899999999996       0.0093073382040433       1.0359300000000000       0.0029062021800130
  29       1.1000000000000001       1.7688720336927619       0.0080402571098775       0.9990709760767078       0.0030146237564094
  30       1.0000000000000000       1.6196306542563470       0.0087152436203503       0.9488103219457210       0.0026853937728024
  31       0.8999999999999999       1.4723900000000001       0.0051121739233150       0.8998899999999999       0.0022007296769734
  32       0.7999999999999998       1.3202799999999999       0.0056788261697877       0.8416800000000000       0.0018149257713625
  33       0.7000000000000002       1.1660500000000000       0.0053847779279496       0.7792699999999999       0.0015600605401358
  34       0.6000000000000001       1.0112100000000004       0.0030893886486200       0.7115500000000001       0.0017898634336483
  35       0.5000000000000000       0.8719400000000000       0.0049457321668958       0.6452200000000000       0.0025339823729984
  36       0.3999999999999999       0.7471900000000000       0.0038214729562769       0.5783500000000000       0.0021032910719473
  37       0.2999999999999998       0.6321300000000000       0.0024064288894542       0.5138900000000000       0.0011777049243715
  38       0.2000000000000002       0.5526500000000001       0.0027525039105836       0.4643500000000000       0.0018138510290417
  39       0.1000000000000001       0.4887800000000001       0.0025006132581163       0.4211200000000000       0.0018105738807842
  40       0.0000000000000000       0.4384199999999999       0.0015769731907818       0.3858600000000000       0.0013352652670288
