  TQ                     Temp                   charge                    error                chargeAbs                    error
   0       4.0000000000000000       3.3140300000000003       0.0139116581805812       1.4097300000000001       0.0033977132833062
   1       3.7999999999999998       3.3118299999999996       0.0143267508140851       1.4090099999999999       0.0030218261586883
   2       3.6000000000000001       3.3155000000000001       0.0141274752010241       1.4109200000000002       0.0025664848420447
   3       3.3999999999999999       3.3111499999999991       0.0148616078837010       1.4110100000000001       0.0029660467517106
   4       3.2000000000000002       3.2923199999999992       0.0123572183133763       1.4066399999999999       0.0028587565284382
   5       3.0000000000000000       3.2732100000000002       0.0122755352904333       1.4031899999999999       0.0024215445025393
   6       2.7999999999999998       3.2640400000000001       0.0097676359018499       1.4008400000000001       0.0026264551522281
   7       2.6000000000000001       3.2495400000000005       0.0109765426655611       1.3956400000000002       0.0031010105879647
   8       2.3999999999999999       3.2357800000000005       0.0093148722183639       1.3919999999999999       0.0030941881002939
   9       2.2000000000000002       3.2189099999999997       0.0109796017940344       1.3883899999999998       0.0030104429352949
  10       2.0000000000000000       3.1900700000000000       0.0122539884663456       1.3802499999999998       0.0036473506366494
  11       1.7999999999999998       3.1685200000000000       0.0100911490370964       1.3782600000000003       0.0033249962405993
  12       1.6000000000000001       3.1337200000000003       0.0090300461423707       1.3704000000000001       0.0024384421256203
  13       1.3999999999999999       3.0877700000000003       0.0105193372203557       1.3592499999999998       0.0022624102192132
  14       1.2000000000000002       3.0244099999999996       0.0110894789978810       1.3434300000000001       0.0024903391112233
  15       1.0000000000000000       2.9110499999999999       0.0127804646933428       1.3151500000000000       0.0024891430921771
  16       0.7999999999999998       2.7542100000000005       0.0115818771266911       1.2754899999999998       0.0024145600013253
  17       0.6000000000000001       2.5120999999999998       0.0107691741146256       1.2104200000000003       0.0023744379451896
  18       0.3999999999999999       2.0520500000000004       0.0107768398790081       1.0596300000000001       0.0028932123630625
  19       0.2000000000000002       1.2854099999999999       0.0099020699295091       0.7421099999999999       0.0029843089652381
  20       0.0000000000000000       0.3624599999999999       0.0039630291444803       0.2504800000000000       0.0016194512102012
