  TQ                     Temp                   charge                    error                chargeAbs                    error
   0       4.0000000000000000       3.2596300000000000       0.0171814502686281       1.3988100000000001       0.0042665221329687
   1       3.8666666666666667       3.2531300000000001       0.0181078193668432       1.3948900000000000       0.0047858924629234
   2       3.7333333333333334       3.2276699999999998       0.0127918989121153       1.3936699999999997       0.0035848151974683
   3       3.6000000000000001       3.2002499999999996       0.0112492789892406       1.3878500000000000       0.0034346680253622
   4       3.4666666666666668       3.2028700000000008       0.0152117356011732       1.3848500000000001       0.0035316112155471
   5       3.3333333333333335       3.1544400000000001       0.0124818285697427       1.3752400000000000       0.0030498160235951
   6       3.2000000000000002       3.1111999999999997       0.0113908832942063       1.3656999999999999       0.0021746008573734
   7       3.0666666666666664       3.0868399999999996       0.0136999367395134       1.3584200000000000       0.0040059344866225
   8       2.9333333333333336       3.0548699999999998       0.0138898368120965       1.3524700000000001       0.0033665032963662
   9       2.7999999999999998       3.0083199999999999       0.0149241028019926       1.3413600000000001       0.0033798816547333
  10       2.6666666666666670       2.9609800000000002       0.0090490245023676       1.3296999999999999       0.0023544284515215
  11       2.5333333333333332       2.8658999999999999       0.0140344180103377       1.3058200000000000       0.0040675627428065
  12       2.3999999999999999       2.8437899999999998       0.0150809699805933       1.2997699999999999       0.0034712165654775
  13       2.2666666666666666       2.7670200000000000       0.0100548805175506       1.2825000000000000       0.0026851029361605
  14       2.1333333333333333       2.6651500000000001       0.0100204152719447       1.2544900000000001       0.0025037061417914
  15       2.0000000000000000       2.6337299999999999       0.0106823015622415       1.2464499999999998       0.0030215981790364
  16       1.8666666666666667       2.5409700000000002       0.0135335882570405       1.2253700000000003       0.0033850340553023
  17       1.7333333333333334       2.4482800000000000       0.0101629260878286       1.1985199999999998       0.0024892122805775
  18       1.6000000000000001       2.3200100000000003       0.0085583286270677       1.1632099999999999       0.0027800259790953
  19       1.4666666666666668       2.1883299999999997       0.0069914241118036       1.1258900000000003       0.0023283017177524
  20       1.3333333333333335       2.0539099999999997       0.0104072138442525       1.0869699999999998       0.0041595151961096
  21       1.2000000000000002       1.8729200000000001       0.0081154557618304       1.0328600000000001       0.0029971171333652
  22       1.0666666666666669       1.7127700000000001       0.0057347876062579       0.9805500000000000       0.0022745084939144
  23       0.9333333333333331       1.5225700000000002       0.0043986121548607       0.9176699999999999       0.0015964578847491
  24       0.7999999999999998       1.3278500000000002       0.0039750401814881       0.8462099999999999       0.0016387969842405
  25       0.6666666666666665       1.1124700000000001       0.0050363578109582       0.7580100000000001       0.0019771163063636
  26       0.5333333333333332       0.9190600000000000       0.0039548338917218       0.6694400000000000       0.0019127757608019
  27       0.3999999999999999       0.7570999999999999       0.0030081001756369       0.5865199999999999       0.0010581745287679
  28       0.2666666666666666       0.6251100000000001       0.0035152508998489       0.5099900000000002       0.0020002472069445
  29       0.1333333333333333       0.5258300000000000       0.0027801298930486       0.4459300000000000       0.0020657551753402
  30       0.0000000000000000       0.4583000000000001       0.0028450346609878       0.3997200000000000       0.0019694217989609
