  TQ                     Temp           susceptibility                    error
   1       4.0000000000000000       3.2871569999999992       0.0043406947391152
   2       3.8974358974358974       3.2614459999999990       0.0047456954275334
   3       3.7948717948717947       3.2476949999999993       0.0049580098188321
   4       3.6923076923076925       3.2255189999999976       0.0043447410902628
   5       3.5897435897435899       3.2073320000000001       0.0046035447211905
   6       3.4871794871794872       3.1780960000000000       0.0044767385133790
   7       3.3846153846153846       3.1595450000000000       0.0042259891854991
   8       3.2820512820512819       3.1323279999999998       0.0043393631893274
   9       3.1794871794871797       3.0989419999999992       0.0046852992056499
  10       3.0769230769230766       3.0708159999999989       0.0043017634908619
  11       2.9743589743589745       3.0406810000000020       0.0038942749211655
  12       2.8717948717948718       3.0074829999999997       0.0049887912859680
  13       2.7692307692307692       2.9672489999999994       0.0042766470617655
  14       2.6666666666666670       2.9331759999999991       0.0039799424187495
  15       2.5641025641025639       2.8875720000000000       0.0040498497490519
  16       2.4615384615384617       2.8383799999999986       0.0040768868098843
  17       2.3589743589743590       2.7981680000000000       0.0042352753550783
  18       2.2564102564102564       2.7393839999999985       0.0037273972612848
  19       2.1538461538461537       2.6753699999999996       0.0038059680672979
  20       2.0512820512820511       2.6122990000000010       0.0035317007363189
  21       1.9487179487179489       2.5425729999999995       0.0035736125668261
  22       1.8461538461538463       2.4718140000000011       0.0035919401976979
  23       1.7435897435897436       2.3817370000000007       0.0032657511564972
  24       1.6410256410256410       2.3019890000000003       0.0040362798891348
  25       1.5384615384615383       2.1965110000000005       0.0033740183443304
  26       1.4358974358974357       2.0781729999999987       0.0030015901021648
  27       1.3333333333333335       1.9588589999999988       0.0029219327680509
  28       1.2307692307692308       1.8249380000000004       0.0026518397577925
  29       1.1282051282051282       1.6805230000000000       0.0024889606183295
  30       1.0256410256410255       1.5218630000000006       0.0023585141937288
  31       0.9230769230769229       1.3574969999999991       0.0021952793499329
  32       0.8205128205128207       1.1818090000000006       0.0020527031180639
  33       0.7179487179487181       1.0090409999999996       0.0016563609223385
  34       0.6153846153846154       0.8437409999999997       0.0013225542283281
  35       0.5128205128205128       0.6928480000000005       0.0011635668602981
  36       0.4102564102564101       0.5647369999999998       0.0008394041357000
  37       0.3076923076923075       0.4666159999999999       0.0008057755157723
  38       0.2051282051282053       0.3933780000000001       0.0007953051380610
  39       0.1025641025641026       0.3423190000000000       0.0006551778153272
  40       0.0000000000000000       0.3079859999999998       0.0005747885337982
