  TQ                     Temp           susceptibility                    error
   1       4.0000000000000000       3.1659999999999986       0.1392274499812553
   2       2.6666666666666670       2.7819999999999983       0.1202554520068594
   3       1.3333333333333335       2.2490000000000010       0.1033235088193750
   4       0.0000000000000000       1.3609999999999982       0.0623268510646604
