  TQ                     Temp           susceptibility                    error
   1       4.0000000000000000       3.2888850000000001       0.0047690596610342
   2       3.9493670886075951       3.2710080000000001       0.0042268386543725
   3       3.8987341772151898       3.2666730000000008       0.0048126491276904
   4       3.8481012658227849       3.2587059999999983       0.0049407225210799
   5       3.7974683544303796       3.2392220000000007       0.0053884297257266
   6       3.7468354430379747       3.2447429999999997       0.0047333929264280
   7       3.6962025316455698       3.2212619999999981       0.0044346126611626
   8       3.6455696202531644       3.2151510000000019       0.0049812530359422
   9       3.5949367088607596       3.2035790000000004       0.0052405476803382
  10       3.5443037974683547       3.1936879999999999       0.0038759414053596
  11       3.4936708860759493       3.1745109999999990       0.0039629919049104
  12       3.4430379746835444       3.1653750000000000       0.0046765839157667
  13       3.3924050632911391       3.1515559999999976       0.0048285450304525
  14       3.3417721518987342       3.1440920000000001       0.0044157323608692
  15       3.2911392405063289       3.1304489999999983       0.0042366175509158
  16       3.2405063291139240       3.1130560000000007       0.0047748453505023
  17       3.1898734177215191       3.1063220000000005       0.0043511434883907
  18       3.1392405063291138       3.0884720000000003       0.0044300010443026
  19       3.0886075949367089       3.0737530000000031       0.0036580599966914
  20       3.0379746835443040       3.0537170000000020       0.0043904648876051
  21       2.9873417721518987       3.0425799999999996       0.0042579185885908
  22       2.9367088607594938       3.0191689999999989       0.0042772814681267
  23       2.8860759493670889       3.0025090000000012       0.0046665818379736
  24       2.8354430379746836       2.9894900000000009       0.0041494304099807
  25       2.7848101265822782       2.9737150000000008       0.0045641506838234
  26       2.7341772151898733       2.9563350000000002       0.0047022943841014
  27       2.6835443037974684       2.9209409999999996       0.0041466686385553
  28       2.6329113924050631       2.9064999999999999       0.0040684908973504
  29       2.5822784810126582       2.8909360000000000       0.0043756469120566
  30       2.5316455696202533       2.8639429999999986       0.0044469381714847
  31       2.4810126582278480       2.8396689999999989       0.0038065774269109
  32       2.4303797468354431       2.8193050000000004       0.0039666458810254
  33       2.3797468354430382       2.7881489999999998       0.0038176280369206
  34       2.3291139240506329       2.7630449999999991       0.0039922241022799
  35       2.2784810126582276       2.7472899999999987       0.0036535870018102
  36       2.2278481012658231       2.7069959999999997       0.0041208871556372
  37       2.1772151898734178       2.6816879999999994       0.0032676106490117
  38       2.1265822784810124       2.6515630000000003       0.0034271691221649
  39       2.0759493670886076       2.6145840000000002       0.0036899589989787
  40       2.0253164556962027       2.5834020000000000       0.0034220128107251
  41       1.9746835443037973       2.5489039999999998       0.0036764980922370
  42       1.9240506329113924       2.5131600000000001       0.0040997063210904
  43       1.8734177215189876       2.4711589999999997       0.0034579529458569
  44       1.8227848101265822       2.4357650000000008       0.0041190700566163
  45       1.7721518987341773       2.3847370000000008       0.0033648656013504
  46       1.7215189873417720       2.3383260000000017       0.0032202389082587
  47       1.6708860759493671       2.2902250000000008       0.0031756110920702
  48       1.6202531645569622       2.2425319999999989       0.0034475395647482
  49       1.5696202531645569       2.1845629999999989       0.0028973605735096
  50       1.5189873417721520       2.1265860000000001       0.0033130842598903
  51       1.4683544303797467       2.0704929999999995       0.0033371288254998
  52       1.4177215189873418       2.0086989999999996       0.0030603124205074
  53       1.3670886075949369       1.9446800000000002       0.0028366166359581
  54       1.3164556962025316       1.8752860000000007       0.0026672313871742
  55       1.2658227848101267       1.7987969999999995       0.0024480713724162
  56       1.2151898734177213       1.7233429999999998       0.0024639998913647
  57       1.1645569620253164       1.6422469999999985       0.0023791278662654
  58       1.1139240506329116       1.5536909999999999       0.0022374264143422
  59       1.0632911392405062       1.4684400000000000       0.0019603911174389
  60       1.0126582278481013       1.3757900000000003       0.0023445102437033
  61       0.9620253164556960       1.2779699999999996       0.0018922881771691
  62       0.9113924050632911       1.1822479999999997       0.0016637862867811
  63       0.8607594936708862       1.0816189999999999       0.0017470082334314
  64       0.8101265822784809       0.9795030000000002       0.0015454975041564
  65       0.7594936708860760       0.8777000000000003       0.0013702473418248
  66       0.7088607594936707       0.7773369999999998       0.0014729059129092
  67       0.6582278481012658       0.6835240000000001       0.0009918568648773
  68       0.6075949367088609       0.5965100000000000       0.0009843579664230
  69       0.5569620253164556       0.5133609999999998       0.0009044032521084
  70       0.5063291139240507       0.4385720000000000       0.0008603782114086
  71       0.4556962025316458       0.3744099999999998       0.0006504116800422
  72       0.4050632911392404       0.3206280000000000       0.0006527874652193
  73       0.3544303797468356       0.2749720000000002       0.0005232784761830
  74       0.3037974683544302       0.2387320000000001       0.0005673540928439
  75       0.2531645569620253       0.2103740000000001       0.0005031589503258
  76       0.2025316455696204       0.1874750000000000       0.0004323260437226
  77       0.1518987341772151       0.1707839999999999       0.0004574649514642
  78       0.1012658227848102       0.1575650000000000       0.0003860244797806
  79       0.0506329113924049       0.1479070000000000       0.0004040808374970
  80       0.0000000000000000       0.1403610000000000       0.0003972732693060
