tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.8999999999999999,.0506672607421875,.0007074539352187,.8414746435682602,.0000303179072984
2,3.7999999999999998,.0500638750337536,.0006970246688167,.8375141029218869,.0000311747431249
3,3.7000000000000002,.0504848355912110,.0007139210720392,.8332164242602125,.0000318013212248
4,3.6000000000000001,.0500775335217580,.0007035558377515,.8287294882002467,.0000327112540151
5,3.5000000000000000,.0490903820871126,.0007069429576250,.8239061661816086,.0000337541694375
6,3.3999999999999999,.0507151678174850,.0007169673433802,.8188571370501991,.0000343067784478
7,3.2999999999999998,.0491320319205214,.0006945282155907,.8135036664476852,.0000353363381019
8,3.2000000000000002,.0502237465734594,.0007083965248646,.8078670512987770,.0000362088460551
9,3.1000000000000001,.0477026084210639,.0006693603791127,.8017291830038950,.0000373071026743
10,3.0000000000000000,.0474216996597887,.0006737840712049,.7953223613824952,.0000381523786262
11,2.8999999999999999,.0470991817632671,.0006589614284030,.7886025521067099,.0000390423040335
12,2.7999999999999998,.0463926392392502,.0006602722749128,.7812465566867037,.0000406222134701
13,2.7000000000000002,.0455431569120005,.0006432004757870,.7734770877255300,.0000421156866224
14,2.6000000000000001,.0450710449218750,.0006410452217693,.7652027338136551,.0000433802874814
15,2.5000000000000000,.0454810058593750,.0006361153823075,.7561976148074619,.0000445076022917
16,2.3999999999999999,.0448879433323374,.0006270193658039,.7465284879567872,.0000454395629744
17,2.2999999999999998,.0422132956626223,.0005921921884943,.7361715250433019,.0000470279817887
18,2.2000000000000002,.0427918651894706,.0006022724840670,.7248269373576159,.0000484413120055
19,2.1000000000000001,.0418726648540772,.0005890128677985,.7126767894311392,.0000504819911263
20,2.0000000000000000,.0394759859372425,.0005496901944311,.6994065877099455,.0000522212990439
