tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.7999999999999998,.0508512273177113,.0007241508171511,.4785953969047790,.0000167826725023
2,3.6000000000000001,.0502886760327469,.0007071414692742,.4766351131388104,.0000178335788003
3,3.3999999999999999,.0500957868431378,.0007128320473596,.4742240538619391,.0000188824173084
4,3.2000000000000002,.0486746349820291,.0006834998495894,.4712670727176370,.0000196401380405
5,3.0000000000000000,.0476233154296875,.0006724684855355,.4677880608034212,.0000209098733903
6,2.7999999999999998,.0481780265539723,.0006815379484697,.4636188055263635,.0000222810130072
7,2.6000000000000001,.0464136814299135,.0006500435050591,.4585991702303593,.0000239232761793
8,2.3999999999999999,.0446184202513404,.0006311797660559,.4525225999465000,.0000255117725658
9,2.2000000000000002,.0431517574918665,.0006141101367686,.4451215833805936,.0000280010673503
10,2.0000000000000000,.0417826912779583,.0005856359986974,NaN,NaN
