tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.8999999999999999,.0518465087914781,.0007128227811375,.4792994577883548,.0000163331480470
2,3.7999999999999998,.0508102274857177,.0007271325799269,.4783979199453196,.0000167126642136
3,3.7000000000000002,.0520158870553715,.0007366449706567,.4773524881003779,.0000170341089344
4,3.6000000000000001,.0493646240234375,.0006910565033969,.4761924477428796,.0000176448426877
5,3.5000000000000000,.0497554119570285,.0007134871607180,.4748941755473271,.0000183902171290
6,3.3999999999999999,.0487065955753734,.0006907681115345,.4735230702825899,.0000188950084261
7,3.2999999999999998,.0493990732139681,.0006962432593762,.4720117722287010,.0000193685304200
8,3.2000000000000002,.0492816695926234,.0006989278796979,.4703707862576778,.0000197722062553
9,3.1000000000000001,.0483315728480047,.0006685308584754,.4685523979883566,.0000205860804297
10,3.0000000000000000,.0483896715864849,.0006904806399871,.4666746301933805,.0000209820906195
11,2.8999999999999999,.0483241300058186,.0006712966028211,.4645685195956007,.0000219146782891
12,2.7999999999999998,.0473556834439948,.0006758664853506,.4622550176886968,.0000222360235858
13,2.7000000000000002,.0466797028266501,.0006526232740177,.4596933002491558,.0000235586027349
14,2.6000000000000001,.0465021178815569,.0006465487356776,.4569070270736331,.0000242458016495
15,2.5000000000000000,.0458155844558491,.0006428233152398,.4537618214612764,.0000249395460595
16,2.3999999999999999,.0444493273110991,.0006419369272792,.4503448629757667,.0000261853533659
17,2.2999999999999998,.0431963312952206,.0006075282909475,NaN,NaN
18,2.2000000000000002,.0433332944478324,.0006156799481313,.4423246283444017,.0000279595593366
19,2.1000000000000001,.0423033097039245,.0005969480634969,.4376094298019700,.0000292387463439
20,2.0000000000000000,.0413771631008997,.0005822950657882,.4323064622928733,.0000305962291853
