tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.8999999999999999,.0490626708984374,.0007034500177279,1.1460675059183352,.0000763554759907
2,3.7999999999999998,.0490837158203124,.0007033631007195,1.1499488000762454,.0000762483651456
3,3.7000000000000002,.0491462158203124,.0007056306713285,1.1542135537941651,.0000784357711869
4,3.6000000000000001,.0491130615234374,.0007058076080144,1.1584134063031957,.0000795417997944
5,3.5000000000000000,.0491905273437499,.0007062607583072,1.1631837431861742,.0000826982307596
6,3.3999999999999999,.0491542968749999,.0007060435512574,1.1679919187368917,.0000834305992716
7,3.2999999999999998,.0491726806640624,.0007082141504411,1.1732005204611122,.0000868645901752
8,3.2000000000000002,.0492216308593749,.0007097457691484,1.1788758423128565,.0000870145022396
9,3.1000000000000001,.0492405761718749,.0007102555981319,1.1846894350211348,.0000889583078462
10,3.0000000000000000,.0492268798828124,.0007092296715464,1.1910566188678868,.0000929354863707
11,2.8999999999999999,.0492668701171874,.0007096161730011,1.1975108296646062,.0000934593388135
12,2.7999999999999998,.0492556152343749,.0007094395639523,1.2048703003059107,.0000964891516651
13,2.7000000000000002,.0491902587890624,.0007091429953239,1.2125812273154053,.0000994400337970
14,2.6000000000000001,.0492261962890624,.0007094152625648,1.2210249648054903,.0001019748205748
15,2.5000000000000000,.0492249267578124,.0007097589560839,1.2300873647521160,.0001071014471429
16,2.3999999999999999,.0492713867187499,.0007111029936989,1.2399824523721901,.0001089833739600
17,2.2999999999999998,.0493044677734374,.0007109450632603,1.2506122567005011,.0001123309685788
18,2.2000000000000002,.0493212158203124,.0007115749723495,1.2623170858165988,.0001174738340565
19,2.1000000000000001,.0493224121093749,.0007112797339080,1.2752029878741509,.0001232965033788
20,2.0000000000000000,.0492929687499999,.0007094842175302,1.2893483865307585,.0001286917800473
