tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.8999999999999999,.0517859130859375,.0007265197601301,.4793611153068142,.0000159611097498
2,3.7999999999999998,.0514647460937500,.0007213718193181,.4784623486344994,.0000166344581529
3,3.7000000000000002,.0520491699218750,.0007277311425791,.4773781452369052,.0000171461808930
4,3.6000000000000001,.0499882568359375,.0006934564364759,.4762120492501769,.0000177984010402
5,3.5000000000000000,.0499061767578125,.0007410330109871,.4748819324585292,.0000181346864549
6,3.3999999999999999,.0508307861328125,.0007287894638183,.4735300335925102,.0000186311735103
7,3.2999999999999998,.0492963623046875,.0006938316750413,.4720329938862273,.0000189639629234
8,3.2000000000000002,.0496666015625000,.0007109529003446,.4703771575546488,.0000198775213595
9,3.1000000000000001,.0499304199218750,.0007221112321531,.4685731692736506,.0000202293684397
10,3.0000000000000000,.0476366699218750,.0006926910424805,.4666498698484757,.0000206555341276
11,2.8999999999999999,.0480840820312500,.0006795740239027,.4645226401682816,.0000213400944701
12,2.7999999999999998,.0470088623046875,.0006614673229336,.4622402596746516,.0000222216240179
13,2.7000000000000002,.0459290039062500,.0006658669859627,.4596796490160330,.0000230359338777
14,2.6000000000000001,.0462344726562500,.0006497859456987,.4568231765180988,.0000241130526679
15,2.5000000000000000,.0446417236328125,.0006286913723186,.4537093009945162,.0000247417284568
16,2.3999999999999999,.0444471191406250,.0006315885411747,.4502961842785581,.0000254454712844
17,2.2999999999999998,.0436625732421875,.0006193224184680,.4464612601316737,.0000265507007897
18,2.2000000000000002,.0425734375000000,.0005871452902379,.4422590221298394,.0000275043513863
19,2.1000000000000001,.0417016113281250,.0005923711326384,.4374732532085119,.0000283037344028
20,2.0000000000000000,.0416106445312500,.0005923316179086,.4321504455169786,.0000297297566342
