tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.8666666666666667,.0499443653223963,.0007201949490844,.8403089606372268,.0000306187620463
2,3.7333333333333334,.0498456469935390,.0007121705459732,.8349175478781045,.0000314950682396
3,3.6000000000000001,.0504413848764528,.0007130809972457,.8289714114813740,.0000324288922462
4,3.4666666666666668,.0508685251655353,.0007134645219465,.8225575025365917,.0000336342197390
5,3.3333333333333335,.0497126456759541,.0006982736850024,.8157236686285567,.0000347199965732
6,3.2000000000000002,.0483089381561643,.0006868121434380,.8082487238857436,.0000361273557985
7,3.0666666666666664,.0477285801404235,.0006680997298213,.8001904719058495,.0000376401418802
8,2.9333333333333336,.0465087743826978,.0006653505584948,.7914359859147904,.0000386541766447
9,2.7999999999999998,.0472265504226923,.0006746370710157,.7818826944996967,.0000403586179115
10,2.6666666666666670,.0456147147705408,.0006426059135385,.7715240459554197,.0000419752596262
11,2.5333333333333332,.0455454455125714,.0006498378753499,.7600798912692825,.0000434679220754
12,2.3999999999999999,.0431874952822742,.0006121917836413,.7475137071842013,.0000452191819984
13,2.2666666666666666,.0427996047576480,.0006042812455978,.7336906375955374,.0000482391600066
14,2.1333333333333333,.0416800229530747,.0005810644628483,.7182550601546953,.0000496868932872
15,2.0000000000000000,.0409840115340718,.0005768687835617,.7012078833909096,.0000529890109765
