tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.7999999999999998,.0513347100186212,.0007146266279014,.8378198274459110,.0000313191668706
2,3.6000000000000001,.0505198681264617,.0007181416843412,.8294593666261811,.0000323229488058
3,3.3999999999999999,.0493755344468579,.0007160582074809,.8198883463846285,.0000344289259635
4,3.2000000000000002,.0488877080473838,.0006892417486080,.8090850839636071,.0000363549797588
5,3.0000000000000000,.0475111903031597,.0006725693854395,.7969423740381854,.0000380024413391
6,2.7999999999999998,.0457669074837492,.0006358607500318,.7831635963825051,.0000403927817822
7,2.6000000000000001,.0469129943031692,.0006581423898598,.7674885866534723,.0000431435982440
8,2.3999999999999999,.0451886846601406,.0006337010898562,.7494548572938000,.0000454552255515
9,2.2000000000000002,.0429347600623793,.0006089367030350,.7285634665444615,.0000482602547684
10,2.0000000000000000,.0414283682526097,.0005863304263048,.7042880040739008,.0000511314059876
