tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.7999999999999998,.0513580078125000,.0007362267560232,.8380613833766177,.0000307333338000
2,3.6000000000000001,.0500798339843750,.0007177410262300,.8294109923493075,.0000316339969478
3,3.3999999999999999,.0496726074218750,.0007335789638491,.8197922090601490,.0000334224361378
4,3.2000000000000002,.0473410644531250,.0006529636159838,.8089362246715940,.0000351164524405
5,3.0000000000000000,.0487357421875000,.0006897321818047,.7966955506883581,.0000374605999280
6,2.7999999999999998,.0467615234375000,.0006779786144954,.7829370912792954,.0000400155341460
7,2.6000000000000001,.0458036621093750,.0006491686261267,.7672083780480794,.0000419863330385
8,2.3999999999999999,.0434838134765625,.0006122434140496,.7491206087999168,.0000440446736323
9,2.2000000000000002,.0420060791015625,.0005846614064434,.7283430957904989,.0000471820570311
10,2.0000000000000000,.0410833740234375,.0005664993770667,.7038763995534678,.0000499320955905
