tau_Q,T,<Q^2>,Error <Q^2>,AR|CS,Error AR|CS
1,3.8999999999999999,.0514440673828125,.0007364701790586,.8415245168756590,.0000298455110285
2,3.7999999999999998,.0516567138671875,.0007355590920046,.8375183954496939,.0000306286213913
3,3.7000000000000002,.0507431640625000,.0007132687366431,.8331728898335720,.0000314464478653
4,3.6000000000000001,.0498759521484375,.0007067137519772,.8286767043826087,.0000323457641524
5,3.5000000000000000,.0497326660156250,.0006962565492608,.8238339190927534,.0000331014356066
6,3.3999999999999999,.0485091308593750,.0006915138846965,.8188245090528666,.0000336737161852
7,3.2999999999999998,.0487290039062500,.0006835301767743,.8134129823836622,.0000341238654626
8,3.2000000000000002,.0489448242187500,.0006872611162369,.8076807499002467,.0000351161511440
9,3.1000000000000001,.0474775878906250,.0006865079188335,.8017073819870935,.0000368092928574
10,3.0000000000000000,.0468903808593750,.0006518347771764,.7953526616657203,.0000378398034214
11,2.8999999999999999,.0462632324218750,.0006568552634020,.7883615911799909,.0000383392392779
12,2.7999999999999998,.0459916748046875,.0006478124505872,.7811120103381817,.0000399556958225
13,2.7000000000000002,.0457993164062500,.0006447721901459,.7732520557583592,.0000406794256953
14,2.6000000000000001,.0446329833984375,.0006335443033520,.7649625677505112,.0000422032485832
15,2.5000000000000000,.0446407226562500,.0006378187570218,.7559226996597588,.0000427465371412
16,2.3999999999999999,.0434998046875000,.0006151824436756,.7462713959874778,.0000443459481301
17,2.2999999999999998,.0426599609375000,.0005976024783344,.7358279577440531,.0000457090159055
18,2.2000000000000002,.0421816894531250,.0006013517469150,.7245094179658844,.0000477648879908
19,2.1000000000000001,.0409469238281250,.0005697562322529,.7122132377919769,.0000495726965450
20,2.0000000000000000,.0394823486328125,.0005561952950734,.6988533448320814,.0000507953385907
